OBJECTID,ISO,past.mean.perc,crop.mean.perc,land.conf,land.conf.norm
968,DZA,0.007978303,0.992021701,0.0079,0.0316
969,DZA,0.280499989,0.71949999,0.2018,0.8072
970,DZA,0.394499987,0.605499998,0.2389,0.9556
971,DZA,0.079000004,0.728,0.0575,0.23
972,DZA,0.453999989,0.545999989,0.2479,0.9916
973,DZA,0.074389005,0.925610996,0.0689,0.2756
974,DZA,0.169975769,0.829580293,0.141,0.564
975,DZA,0.326901519,0.673098466,0.22,0.88
976,DZA,0.452000014,0.388499998,0.1756,0.7024
977,DZA,0,0,0,0
978,DZA,0.019124547,0.944813996,0.0181,0.0724
979,DZA,0.148000002,0.483749993,0.0716,0.2864
980,DZA,0.004389065,0.602844134,0.0026,0.0104
981,DZA,0,0,0,0
982,DZA,0,0,0,0
983,DZA,0,0.149300461,0,0
984,DZA,0,0,0,0
985,DZA,0.350500003,0.525000021,0.184,0.736
986,DZA,0.271666666,0.728333334,0.1979,0.7916
987,DZA,0.345000001,0.654999991,0.226,0.904
988,DZA,0.154499993,0.845499992,0.1306,0.5224
989,DZA,0.36730461,0.632695377,0.2324,0.9296
990,DZA,0.909999996,0.09,0.0819,0.3276
991,DZA,0.427333345,0.195999995,0.0838,0.3352
992,DZA,0.0745,0.067500003,0.005,0.02
993,DZA,0.335768097,0.05097696,0.0171,0.0684
994,DZA,0.108,0,0,0
995,DZA,0.017231721,0.013253054,0.0002,0.0008
996,DZA,0,0.768000007,0,0
997,DZA,0.040009988,0.273344227,0.0109,0.0436
998,DZA,0.208231563,0.727273766,0.1514,0.6056
999,DZA,0,1,0,0
1000,DZA,0,0.877016754,0,0
1001,DZA,0.045873931,0.954126061,0.0438,0.1752
1002,DZA,0.435499996,0.46949999,0.2045,0.818
1003,DZA,0.192000002,0.451000005,0.0866,0.3464
1004,DZA,0.314999998,0.295333331,0.093,0.372
1005,DZA,0.285000004,0.715000004,0.2038,0.8152
1006,DZA,0.58947932,0.000110115,0.0001,0.0004
1007,DZA,0.230666675,0.200000008,0.0461,0.1844
1008,DZA,0,1,0,0
1009,DZA,0.396749996,0.089749999,0.0356,0.1424
1010,DZA,0.113393559,0.103055884,0.0117,0.0468
1011,DZA,0.1305,0.446999997,0.0583,0.2332
1012,DZA,0.150999993,0.849000007,0.1282,0.5128
1013,DZA,0,0.170000002,0,0
1014,DZA,0.127999999,0,0,0
1015,DZA,0.002733081,0.023544436,0.0001,0.0004
1016,DZA,0.261999995,0.039000001,0.0102,0.0408
1017,DZA,0.448000004,0.168833332,0.0756,0.3024
1018,DZA,0.754500002,0.122499999,0.0924,0.3696
1019,DZA,0,0,0,0
1020,DZA,0,0.02825,0,0
1021,DZA,0.295781372,0.660510848,0.1954,0.7816
1022,DZA,0.287225713,0.532866109,0.1531,0.6124
1023,DZA,0.2994159,0.351465519,0.1052,0.4208
1024,DZA,0.571751736,0.428235649,0.2448,0.9792
1025,DZA,0.448159668,0.551840314,0.2473,0.9892
1026,DZA,0.24408557,0.1343158,0.0328,0.1312
1027,DZA,0.073853533,0.919773668,0.0679,0.2716
1028,DZA,0,0,0,0
1029,DZA,0.378798098,0.432629563,0.1639,0.6556
1030,DZA,0.289999992,0.709999993,0.2059,0.8236
1031,DZA,0.321500015,0,0,0
1032,DZA,0.712500006,0.093000002,0.0663,0.2652
1033,DZA,0.574000001,0.332600001,0.1909,0.7636
1034,DZA,0.151999999,0.84799999,0.1289,0.5156
1035,DZA,0.318500012,0.681500003,0.2171,0.8684
1036,DZA,0.85800001,0.142000003,0.1218,0.4872
1037,DZA,0.178000006,0,0,0
1038,DZA,0.628000021,0.372000009,0.2336,0.9344
1039,DZA,0.503666659,0,0,0
1040,DZA,0.195625,0,0,0
1041,DZA,0.165166666,0,0,0
1042,DZA,0.802428578,0,0,0
1043,DZA,0.148499995,0.851500005,0.1264,0.5056
1044,DZA,0.03475,0,0,0
1045,DZA,0.870499998,0.129500002,0.1127,0.4508
1046,DZA,0,0,0,0
1047,DZA,0.280279835,0.719720179,0.2017,0.8068
1048,DZA,0,0,0,0
1049,DZA,0.705249999,0,0,0
1050,DZA,0.349364521,0.650635478,0.2273,0.9092
1051,DZA,0.382250004,0,0,0
1052,DZA,0,0,0,0
1053,DZA,0.528965319,0.471034677,0.2492,0.9968
1054,DZA,0,0,0,0
1055,DZA,0.595399997,0.2,0.1191,0.4764
1056,DZA,0.017166666,0,0,0
1057,DZA,0.186941176,0,0,0
1058,DZA,0.22385606,0,0,0
1059,DZA,0.060765958,0,0,0
1060,DZA,0.544499997,0,0,0
1061,DZA,0.359999997,0,0,0
1062,DZA,0.388384614,0,0,0
1063,DZA,0,0,0,0
1064,DZA,0,0,0,0
1065,DZA,0.361499995,0.638500005,0.2308,0.9232
1066,DZA,0.238000005,0.761999995,0.1814,0.7256
1067,DZA,0,1,0,0
1068,DZA,0.014190406,0.920169467,0.0131,0.0524
1069,DZA,0.442000002,0.557999991,0.2466,0.9864
1070,DZA,0.81005584,0.189944186,0.1539,0.6156
1071,DZA,0.031500001,0,0,0
1072,DZA,0,0.681999996,0,0
1073,DZA,0.000899811,0.999100189,0.0009,0.0036
1074,DZA,0.269000009,0.43249999,0.1163,0.4652
1075,DZA,0.530363816,0.469636202,0.2491,0.9964
1076,DZA,0.055811698,0.944188306,0.0527,0.2108
1077,DZA,0.359599996,0.516599998,0.1858,0.7432
1078,DZA,0.41500001,0.584999993,0.2428,0.9712
1079,DZA,0.837334387,0.162665608,0.1362,0.5448
1080,DZA,0.040780193,0.093780494,0.0038,0.0152
1081,DZA,0.229000002,0.25,0.0573,0.2292
1082,DZA,0.904456457,0,0,0
1083,DZA,0.074329116,0.914219165,0.068,0.272
1084,DZA,0.262999997,0.737000018,0.1938,0.7752
1085,DZA,0.050333331,0.150999998,0.0076,0.0304
1086,DZA,0.239844855,0.705935861,0.1693,0.6772
1087,DZA,0.070196595,0.929803407,0.0653,0.2612
1088,DZA,0.522930293,0.477069723,0.2495,0.998
1089,DZA,0,1,0,0
1090,DZA,0.778499991,0.150000006,0.1168,0.4672
1091,DZA,0.740569839,0.175686339,0.1301,0.5204
1092,DZA,0.861499995,0.138500005,0.1193,0.4772
1093,DZA,0.794500023,0.173,0.1374,0.5496
1094,DZA,0.200000003,0.800000012,0.16,0.64
1095,DZA,0.082044613,0.86578547,0.071,0.284
1096,DZA,0.123921369,0.102371916,0.0127,0.0508
1097,DZA,0.0605,0.925500005,0.056,0.224
1098,DZA,0.0845,0.244000003,0.0206,0.0824
1099,DZA,0,0,0,0
1100,DZA,0.036117976,0.801117132,0.0289,0.1156
1101,DZA,0,0,0,0
1102,DZA,0.042726565,0.555897228,0.0238,0.0952
1103,DZA,0.428666671,0.562999999,0.2413,0.9652
1104,DZA,0.382499993,0.475249995,0.1818,0.7272
1105,DZA,0.189999998,0.810000002,0.1539,0.6156
1106,DZA,0.284999999,0.552199996,0.1574,0.6296
1107,DZA,0.249203875,0.750796128,0.1871,0.7484
1108,DZA,0.778656039,0.221343935,0.1724,0.6896
1109,DZA,0.195571429,0,0,0
1110,DZA,0.763204183,0.236795803,0.1807,0.7228
1111,DZA,0.083206202,0.916793798,0.0763,0.3052
1112,DZA,0.689320832,0.249979346,0.1723,0.6892
1113,DZA,0.240507883,0.759492112,0.1827,0.7308
1114,DZA,0.640765744,0.280639672,0.1798,0.7192
1115,DZA,0.549499989,0.250499997,0.1376,0.5504
1116,DZA,0.272,0.728000015,0.198,0.792
1117,DZA,0.03864015,0.497878341,0.0192,0.0768
1118,DZA,0.30250001,0,0,0
1119,DZA,0,0,0,0
1120,DZA,0,0,0,0
1121,DZA,0.101200002,0.341400003,0.0345,0.138
1122,DZA,0,0,0,0
1123,DZA,0.1434,0.4,0.0574,0.2296
1124,DZA,0.467333337,0,0,0
1125,DZA,0.102333337,0.897666673,0.0919,0.3676
1126,DZA,0.084948533,0.913468587,0.0776,0.3104
1127,DZA,0.028999999,0,0,0
1128,DZA,0,0,0,0
1129,DZA,0.265500002,0.059999999,0.0159,0.0636
1130,DZA,0,0,0,0
1131,DZA,0,0.905321534,0,0
1132,DZA,0.232800001,0.518600003,0.1207,0.4828
1133,DZA,0.28679375,0.26621374,0.0763,0.3052
1134,DZA,0,0.029003062,0,0
1135,DZA,0.211895358,0.006642068,0.0014,0.0056
1136,DZA,0.306320783,0.136606343,0.0418,0.1672
1137,DZA,0,0.999044002,0,0
1138,DZA,0.99066177,0.009007099,0.0089,0.0356
1139,DZA,0.618999988,0.035999998,0.0223,0.0892
1140,DZA,0.354500003,0.370999996,0.1315,0.526
1141,DZA,0.389499992,0.610499978,0.2378,0.9512
1142,DZA,0.81400001,0.153499998,0.1249,0.4996
1143,DZA,0.207399994,0.620199996,0.1286,0.5144
1144,DZA,0.049031421,0.950968584,0.0466,0.1864
1145,DZA,0.262183943,0,0,0
1146,DZA,0.320275151,0.435320689,0.1394,0.5576
1147,DZA,0.815282519,0.184717481,0.1506,0.6024
1148,DZA,0.635500014,0.052499998,0.0334,0.1336
1149,DZA,0.387500003,0.261999995,0.1015,0.406
1150,DZA,0.071000002,0.022500001,0.0016,0.0064
1151,DZA,0,0,0,0
1152,DZA,0,0,0,0
1153,DZA,0.026333335,0,0,0
1154,DZA,0.031500001,0,0,0
1155,DZA,0.250000001,0.5824,0.1456,0.5824
1156,DZA,0,0,0,0
1157,DZA,0,0,0,0
1158,DZA,0,0,0,0
1159,DZA,0.130173572,0.361235996,0.047,0.188
1160,DZA,0.597815928,0.135923619,0.0813,0.3252
1161,DZA,0.442578257,0.005010936,0.0022,0.0088
1162,DZA,0.231000006,0.133666664,0.0309,0.1236
1163,DZA,0.290341357,0.053527804,0.0155,0.062
1164,DZA,0,0,0,0
1165,DZA,0.135000002,0.44749999,0.0604,0.2416
1166,DZA,0.091140221,0.345844662,0.0315,0.126
1167,DZA,0.082999997,0.566500001,0.047,0.188
1168,DZA,0,0.333333333,0,0
1169,DZA,0.079781816,0.310472896,0.0248,0.0992
1170,DZA,0.134666669,0,0,0
1171,DZA,0.105781579,0,0,0
1172,DZA,0,0,0,0
1173,DZA,0.071000002,0.899500012,0.0639,0.2556
1174,DZA,0.059238173,0.74784513,0.0443,0.1772
1175,DZA,0.037500001,0.962500006,0.0361,0.1444
1176,DZA,0.061499998,0,0,0
1177,DZA,0.065341678,0.368784789,0.0241,0.0964
1178,DZA,0.105352041,0.549948056,0.0579,0.2316
1179,DZA,0.003963359,0,0,0
1180,DZA,0.047104214,0.027694298,0.0013,0.0052
1181,DZA,0.731324226,0.063146584,0.0462,0.1848
1182,DZA,0.11399319,0.051932393,0.0059,0.0236
1183,DZA,0.058499999,0.478499994,0.028,0.112
1184,DZA,0.054909519,0.005907559,0.0003,0.0012
1185,DZA,0.171999998,0.412499994,0.0709,0.2836
1186,DZA,0.306000004,0.19666667,0.0602,0.2408
1187,DZA,0.12450266,0.87549733,0.109,0.436
1188,DZA,0.046176292,0.652685697,0.0301,0.1204
1189,DZA,0,0.0515,0,0
1190,DZA,0.024476069,0.974334078,0.0238,0.0952
1191,DZA,0,0.736000001,0,0
1192,DZA,0.054499999,0.728499994,0.0397,0.1588
1193,DZA,0.074079654,0.870575276,0.0645,0.258
1194,DZA,0,0,0,0
1195,DZA,0,0,0,0
1196,DZA,0.134500001,0.223499998,0.0301,0.1204
1197,DZA,0.401000008,0.205499995,0.0824,0.3296
1198,DZA,0.205999998,0.600000004,0.1236,0.4944
1199,DZA,0.005189358,0.564381065,0.0029,0.0116
1200,DZA,0,0,0,0
1201,DZA,0,0,0,0
1202,DZA,0.083227895,0.186467656,0.0155,0.062
1203,DZA,0.050208351,0.258742363,0.013,0.052
1204,DZA,0.050999999,0,0,0
1205,DZA,0.021333334,0.663333337,0.0142,0.0568
1206,DZA,0,0.921191979,0,0
1207,DZA,0.063666667,0.537,0.0342,0.1368
1208,DZA,0.031671498,0.967428091,0.0306,0.1224
1209,DZA,0.090382742,0.023074592,0.0021,0.0084
1210,DZA,0.068859611,0.51068478,0.0352,0.1408
1211,DZA,0.450499997,0.449500009,0.2025,0.81
1212,DZA,0,1,0,0
1213,DZA,0,0,0,0
1214,DZA,0.428257437,0.467190683,0.2001,0.8004
1215,DZA,0,0,0,0
1216,DZA,0.035333333,0.433333332,0.0153,0.0612
1217,DZA,0.02406554,0.880113862,0.0212,0.0848
1218,DZA,0.019038261,0.922365827,0.0176,0.0704
1219,DZA,0,0.219893959,0,0
1220,DZA,0,0.694999993,0,0
1221,DZA,0.208754459,0.531369446,0.1109,0.4436
1222,DZA,0.030000001,0.358333329,0.0108,0.0432
1223,DZA,0.150885564,0.000716597,0.0001,0.0004
1224,DZA,0,0.576067297,0,0
1225,DZA,0.085696016,0.240011675,0.0206,0.0824
1226,DZA,0,0,0,0
1227,DZA,0,0.180999994,0,0
1228,DZA,0.080666666,0.332333334,0.0268,0.1072
1229,DZA,0.128999993,0.842999995,0.1087,0.4348
1230,DZA,0.372999996,0.509499996,0.19,0.76
1231,DZA,0.003860339,0.379432598,0.0015,0.006
1232,DZA,0.004,0.535499994,0.0021,0.0084
1233,DZA,0,0.955666661,0,0
1234,DZA,0,0.653041826,0,0
1235,DZA,0.055500001,0,0,0
1236,DZA,0,0.017981885,0,0
1237,DZA,0.104958898,0.422320589,0.0443,0.1772
1238,DZA,0,0,0,0
1239,DZA,0,0,0,0
1240,DZA,0.017776971,0.374270894,0.0067,0.0268
1241,DZA,0,0.220877159,0,0
1242,DZA,0,0.287881543,0,0
1243,DZA,0,0.626000002,0,0
1244,DZA,0,0.170999998,0,0
1245,DZA,0.087,0.303666666,0.0264,0.1056
1246,DZA,0.055500001,0,0,0
1247,DZA,0,0.572000027,0,0
1248,DZA,0.340135439,0.189003817,0.0643,0.2572
1249,DZA,0,0.488887773,0,0
1250,DZA,0,0.876160102,0,0
1251,DZA,0.052499998,0.055,0.0029,0.0116
1252,DZA,0.223858744,0.460295462,0.103,0.412
1253,DZA,0,1,0,0
1254,DZA,0,0.543509853,0,0
1255,DZA,0.063070713,0.246790651,0.0156,0.0624
1256,DZA,0.003909807,0.992805954,0.0039,0.0156
1257,DZA,0.071142405,0.021033905,0.0015,0.006
1258,DZA,0.24557302,0.678006289,0.1665,0.666
1259,DZA,0,0,0,0
1260,DZA,0.218999997,0.780999988,0.171,0.684
1261,DZA,0.050723511,0.785843159,0.0399,0.1596
1262,DZA,0.046333333,0.634666661,0.0294,0.1176
1263,DZA,0.133499999,0,0,0
1264,DZA,0.040166571,0.802749102,0.0322,0.1288
1265,DZA,0.002145318,0.700834375,0.0015,0.006
1266,DZA,0.070126527,0.160095628,0.0112,0.0448
1267,DZA,0,0.83434821,0,0
1268,DZA,0.108150649,0.731814678,0.0791,0.3164
1269,DZA,0,0.91174255,0,0
1270,DZA,0.055397079,0.819637,0.0454,0.1816
1271,DZA,0.741691258,0.023140896,0.0172,0.0688
1272,DZA,0.048500001,0.8125,0.0394,0.1576
1273,DZA,0.21800306,0.370621213,0.0808,0.3232
1274,DZA,0.181615195,0.027269914,0.005,0.02
1275,DZA,0.138500001,0.224499997,0.0311,0.1244
1276,DZA,0.047602767,0.860729514,0.041,0.164
1277,DZA,0.570837325,0.429162675,0.245,0.98
1278,DZA,0.391499996,0.517499989,0.2026,0.8104
1279,DZA,0.045000002,0.955000013,0.043,0.172
1280,DZA,0.014163693,0.985836292,0.014,0.056
1281,DZA,0.0085,0.99149999,0.0084,0.0336
1282,DZA,0,1,0,0
1283,DZA,0.253518942,0,0,0
1284,DZA,0.644129069,0.355870931,0.2292,0.9168
1285,DZA,0.122236692,0.028643697,0.0035,0.014
1286,DZA,0.228,0.772000015,0.176,0.704
1287,DZA,0.133635548,0.866364456,0.1158,0.4632
