OBJECTID,ISO,past.mean.perc,crop.mean.perc,land.conf,land.conf.norm
21060,BDI,0.244000003,0.300999999,0.0734,0.2936
21061,BDI,0.244000003,0.300999999,0.0734,0.2936
21062,BDI,0.086999997,0.157000005,0.0137,0.0548
21063,BDI,0.464697303,0.272468784,0.1266,0.5064
21064,BDI,0.057,0.250999987,0.0143,0.0572
21065,BDI,0,0.529999971,0,0
21066,BDI,0.507000029,0.26699999,0.1354,0.5416
21067,BDI,0,0.117885876,0,0
21068,BDI,0,0,0,0
21069,BDI,0.086999997,0.157000005,0.0137,0.0548
21070,BDI,0.481000006,0.416999996,0.2006,0.8024
21071,BDI,0,0.052000001,0,0
21072,BDI,0.244000003,0.300999999,0.0734,0.2936
21073,BDI,0,0.179326136,0,0
21074,BDI,0,0.148000002,0,0
21075,BDI,0.660000026,0.340000004,0.2244,0.8976
21076,BDI,0,0.529999971,0,0
21077,BDI,0.280000001,0.449000001,0.1257,0.5028
21078,BDI,0.037999999,0.123999998,0.0047,0.0188
21079,BDI,0.47299999,0.52700001,0.2493,0.9972
21080,BDI,0,0.052000001,0,0
21081,BDI,0,0.094999999,0,0
21082,BDI,0.057,0.250999987,0.0143,0.0572
21083,BDI,0.231997494,0.120189008,0.0279,0.1116
21084,BDI,0.086999997,0.157000005,0.0137,0.0548
21085,BDI,0,0.529999971,0,0
21086,BDI,0,0.148000002,0,0
21087,BDI,0,0.148000002,0,0
21088,BDI,0.507000029,0.26699999,0.1354,0.5416
21089,BDI,0,0.529999971,0,0
21090,BDI,0.244000003,0.300999999,0.0734,0.2936
21091,BDI,0.086999997,0.157000005,0.0137,0.0548
21092,BDI,0.244000003,0.300999999,0.0734,0.2936
21093,BDI,0.016329599,0.158239463,0.0026,0.0104
21094,BDI,0,0.094999999,0,0
21095,BDI,0.244000003,0.300999999,0.0734,0.2936
21096,BDI,0.187458408,0.310025395,0.0581,0.2324
21097,BDI,0.021968474,0.155124238,0.0034,0.0136
21098,BDI,0.361216775,0.285846497,0.1033,0.4132
21099,BDI,0.238778939,0.212072058,0.0506,0.2024
21100,BDI,0,0.529999971,0,0
21101,BDI,0.086999997,0.157000005,0.0137,0.0548
21102,BDI,0,0.052000001,0,0
21103,BDI,0.041654323,0.09634568,0.004,0.016
21104,BDI,0.250999987,0.226999998,0.057,0.228
21105,BDI,0.225999996,0.279000014,0.0631,0.2524
21106,BDI,0.250999987,0.226999998,0.057,0.228
21107,BDI,0.340999991,0.218999997,0.0747,0.2988
21108,BDI,0.106039989,0.245840327,0.0261,0.1044
21109,BDI,0.530244253,0.348277244,0.1847,0.7388
21110,BDI,0.066,0.068999998,0.0046,0.0184
21111,BDI,0.067000002,0.662,0.0444,0.1776
21112,BDI,0.124979978,0.083457983,0.0104,0.0416
21113,BDI,0.156000003,0.015,0.0023,0.0092
21114,BDI,0.156000003,0.015,0.0023,0.0092
21115,BDI,0.351999998,0.465000004,0.1637,0.6548
21116,BDI,0.156000003,0.015,0.0023,0.0092
21117,BDI,0.393446545,0.442734738,0.1742,0.6968
21118,BDI,0.066,0.071613317,0.0047,0.0188
21119,BDI,0.066,0.078578757,0.0052,0.0208
21120,BDI,0.351999998,0.465000004,0.1637,0.6548
21121,BDI,0.043000001,0.094999999,0.0041,0.0164
21122,BDI,0.097999997,0.143000007,0.014,0.056
21123,BDI,0.097999997,0.143000007,0.014,0.056
21124,BDI,0.136179939,0.147541857,0.0201,0.0804
21125,BDI,0.066,0.068999998,0.0046,0.0184
21126,BDI,0.067000002,0.662,0.0444,0.1776
21127,BDI,0.067000002,0.662,0.0444,0.1776
21128,BDI,0.043000001,0.094999999,0.0041,0.0164
21129,BDI,0.156000003,0.015,0.0023,0.0092
21130,BDI,0.066,0.068999998,0.0046,0.0184
21131,BDI,0.305083691,0.423072725,0.1291,0.5164
21132,BDI,0.156000003,0.015,0.0023,0.0092
21133,BDI,0.716000021,0.284000009,0.2033,0.8132
21134,BDI,0.517219754,0.382844034,0.198,0.792
21135,BDI,0.066,0.097999997,0.0065,0.026
21136,BDI,0.043354175,0.098972416,0.0043,0.0172
21137,BDI,0.716000021,0.284000009,0.2033,0.8132
21138,BDI,0.351999998,0.465000004,0.1637,0.6548
21139,BDI,0.043000001,0.094999999,0.0041,0.0164
21140,BDI,0.075999998,0.050000001,0.0038,0.0152
21141,BDI,0.097999997,0.143000007,0.014,0.056
21142,BDI,0.217607399,0.138112934,0.0301,0.1204
21143,BDI,0.376062443,0.482716312,0.1815,0.726
21144,BDI,0.043000001,0.094999999,0.0041,0.0164
21145,BDI,0.067000002,0.662,0.0444,0.1776
21146,BDI,0.132834369,0.066124155,0.0088,0.0352
21147,BDI,0.367000014,0.174999997,0.0642,0.2568
21148,BDI,0.075999998,0.050000001,0.0038,0.0152
21149,BDI,0.156000003,0.015,0.0023,0.0092
21150,BDI,0.156000003,0.015,0.0023,0.0092
21151,BDI,0.368521482,0.180115029,0.0664,0.2656
21152,BDI,0.071102531,0.645838522,0.0459,0.1836
21153,BDI,0.097999997,0.143000007,0.014,0.056
21154,BDI,0.363999993,0.291999996,0.1063,0.4252
21155,BDI,0.037999999,0.123999998,0.0047,0.0188
21156,BDI,0.075717517,0.142238986,0.0108,0.0432
21157,BDI,0.362692857,0.351304286,0.1274,0.5096
21158,BDI,0.103,0.245000005,0.0252,0.1008
21159,BDI,0.017480687,0.056502602,0.001,0.004
21160,BDI,0.155941178,0.117595949,0.0183,0.0732
21161,BDI,0.345042129,0.169578298,0.0585,0.234
21162,BDI,0.043000001,0.094999999,0.0041,0.0164
21163,BDI,0.041000001,0.097000003,0.004,0.016
21164,BDI,0.392494795,0.444863857,0.1746,0.6984
21165,BDI,0.097999997,0.143000007,0.014,0.056
21166,BDI,0.45586884,0.458140429,0.2089,0.8356
21167,BDI,0.103,0.245000005,0.0252,0.1008
21168,BDI,0.361999989,0.351000011,0.1271,0.5084
21169,BDI,0.237442985,0.220030052,0.0522,0.2088
21170,BDI,0.319934145,0.438262365,0.1402,0.5608
21171,BDI,0.343603597,0.396749067,0.1363,0.5452
21172,BDI,0.395411914,0.348501526,0.1378,0.5512
21173,BDI,0.316453611,0.352040806,0.1114,0.4456
21174,BDI,0.171583613,0.396460923,0.068,0.272
21175,BDI,0.201000005,0.131999999,0.0265,0.106
21176,BDI,0.363999993,0.291999996,0.1063,0.4252
21177,BDI,0.037999999,0.123999998,0.0047,0.0188
21178,BDI,0.037999999,0.123999998,0.0047,0.0188
21179,BDI,0.201000005,0.131999999,0.0265,0.106
21180,BDI,0.110300178,0.605061951,0.0667,0.2668
21181,BDI,0.242489757,0.33734832,0.0818,0.3272
21182,BDI,0.649757582,0.350242439,0.2276,0.9104
21183,BDI,0.339805716,0.241691226,0.0821,0.3284
21184,BDI,0.247445219,0.493612107,0.1221,0.4884
21185,BDI,0.165939781,0.212216543,0.0352,0.1408
21186,BDI,0.112321248,0.103651874,0.0116,0.0464
21187,BDI,0.225999996,0.279000014,0.0631,0.2524
21188,BDI,0.201000005,0.131999999,0.0265,0.106
21189,BDI,0.30715389,0.197967061,0.0608,0.2432
21190,BDI,0,0.148000002,0,0
21191,BDI,0.156000003,0.015,0.0023,0.0092
21192,BDI,0.043000001,0.094999999,0.0041,0.0164
21193,BDI,0.066,0.068999998,0.0046,0.0184
21194,BDI,0.075999998,0.050000001,0.0038,0.0152
21195,BDI,0.089133221,0.356108819,0.0317,0.1268
21196,BDI,0.067000002,0.662,0.0444,0.1776
21197,BDI,0.043000001,0.094999999,0.0041,0.0164
21198,BDI,0.156000003,0.015,0.0023,0.0092
21199,BDI,0.098090557,0.143040871,0.014,0.056
21200,BDI,0.367000014,0.174999997,0.0642,0.2568
21201,BDI,0.244000003,0.300999999,0.0734,0.2936
21202,BDI,0.0725,0.121999998,0.0088,0.0352
21203,BDI,0.032000002,0.114,0.0036,0.0144
21204,BDI,0.442999989,0.532000005,0.2357,0.9428
21205,BDI,0.066,0.097999997,0.0065,0.026
21206,BDI,0.088874216,0.072229036,0.0064,0.0256
21207,BDI,0.276112164,0.407388107,0.1125,0.45
21208,BDI,0.144125682,0.172532665,0.0249,0.0996
21209,BDI,0.452638187,0.441896203,0.2,0.8
21210,BDI,0.061975644,0.101588424,0.0063,0.0252
21211,BDI,0.041000001,0.097000003,0.004,0.016
21212,BDI,0.620999992,0.379000008,0.2354,0.9416
21213,BDI,0.201000005,0.131999999,0.0265,0.106
21214,BDI,0.361999989,0.351000011,0.1271,0.5084
21215,BDI,0.507000029,0.26699999,0.1354,0.5416
21216,BDI,0,0.148000002,0,0
21217,BDI,0.481000006,0.416999996,0.2006,0.8024
21218,BDI,0.481000006,0.416999996,0.2006,0.8024
21219,BDI,0,0.094999999,0,0
21220,BDI,0,0.052000001,0,0
21221,BDI,0,0.533999979,0,0
21222,BDI,0,0.148000002,0,0
21223,BDI,0,0.148000002,0,0
21224,BDI,0.244000003,0.300999999,0.0734,0.2936
21225,BDI,0.551643722,0.377018665,0.208,0.832
21226,BDI,0.244000003,0.300999999,0.0734,0.2936
21227,BDI,0,0.095419084,0,0
21228,BDI,0.507000029,0.26699999,0.1354,0.5416
21229,BDI,0,0.052000001,0,0
21230,BDI,0.062865384,0.122992134,0.0077,0.0308
21231,BDI,0.084717794,0.153784172,0.013,0.052
21232,BDI,0.418592856,0.404974313,0.1695,0.678
21233,BDI,0.086999997,0.157000005,0.0137,0.0548
21234,BDI,0.244000003,0.300999999,0.0734,0.2936
21235,BDI,0.144688955,0.314611641,0.0455,0.182
21236,BDI,0.005847768,0.533657383,0.0031,0.0124
21237,BDI,0,0.529999971,0,0
21238,BDI,0.481000006,0.416999996,0.2006,0.8024
21239,BDI,0.498126965,0.26116912,0.1301,0.5204
21240,BDI,0.239151397,0.295752879,0.0707,0.2828
21241,BDI,0,0.148000002,0,0
21242,BDI,0.095950998,0.190584915,0.0183,0.0732
21243,BDI,0.005548271,0.136073171,0.0008,0.0032
21244,BDI,0,0.052000001,0,0
21245,BDI,0.003398286,0.145102746,0.0005,0.002
21246,BDI,0.193718545,0.286094824,0.0554,0.2216
21247,BDI,0.090542824,0.237308083,0.0215,0.086
21248,BDI,0.486250128,0.253364343,0.1232,0.4928
21249,BDI,0.061503383,0.095564425,0.0059,0.0236
21250,BDI,0,0.052000001,0,0
21251,BDI,0.054174098,0.243102572,0.0132,0.0528
21252,BDI,0,0.052000001,0,0
21253,BDI,0.036784314,0.602470574,0.0222,0.0888
21254,BDI,0.02753325,0.124526142,0.0034,0.0136
21255,BDI,0.481000006,0.416999996,0.2006,0.8024
21256,BDI,0.041125917,0.070552718,0.0029,0.0116
21257,BDI,0.176712953,0.269319555,0.0476,0.1904
21258,BDI,0.444164681,0.189698971,0.0843,0.3372
21259,BDI,0.02640431,0.125488635,0.0033,0.0132
21260,BDI,0,0.529999971,0,0
21261,BDI,0,0.052000001,0,0
21262,BDI,0.252261901,0.392647615,0.0991,0.3964
21263,BDI,0.395462827,0.193704128,0.0766,0.3064
21264,BDI,0.005440481,0.540718533,0.0029,0.0116
21265,BDI,0.024579903,0.558682723,0.0137,0.0548
21266,BDI,0.051823034,0.076949352,0.004,0.016
21267,BDI,0.169598663,0.332681736,0.0564,0.2256
21268,BDI,0.389423813,0.189735634,0.0739,0.2956
21269,BDI,0.05746893,0.115388038,0.0066,0.0264
21270,BDI,0.159492576,0.124831803,0.0199,0.0796
21271,BDI,0.049379822,0.064719044,0.0032,0.0128
21272,BDI,0.447835507,0.228120454,0.1022,0.4088
21273,BDI,0.380292134,0.410471775,0.1561,0.6244
21274,BDI,0.025129327,0.579508506,0.0146,0.0584
21275,BDI,0.157236252,0.207104989,0.0326,0.1304
21276,BDI,0.181498026,0.23336088,0.0424,0.1696
21277,BDI,0.348797857,0.439073745,0.1531,0.6124
21278,BDI,0.066887881,0.598764312,0.0401,0.1604
21279,BDI,0.145817229,0.194747417,0.0284,0.1136
21280,BDI,0.714818674,0.284668601,0.2035,0.814
21281,BDI,0.168535987,0.151679234,0.0256,0.1024
21282,BDI,0.064805163,0.068692237,0.0045,0.018
21283,BDI,0.44132613,0.530348818,0.2341,0.9364
21284,BDI,0.098029337,0.143031758,0.014,0.056
21285,BDI,0.356088206,0.375437655,0.1337,0.5348
21286,BDI,0.351999998,0.465000004,0.1637,0.6548
21287,BDI,0.066,0.097999997,0.0065,0.026
21288,BDI,0.066,0.068999998,0.0046,0.0184
21289,BDI,0.097999997,0.143000007,0.014,0.056
21290,BDI,0.067000002,0.662,0.0444,0.1776
21291,BDI,0.032561223,0.113257206,0.0037,0.0148
21292,BDI,0.351999998,0.465000004,0.1637,0.6548
21293,BDI,0.442999989,0.532000005,0.2357,0.9428
21294,BDI,0.066,0.068999998,0.0046,0.0184
21295,BDI,0.066,0.068999998,0.0046,0.0184
21296,BDI,0.135501742,0.060237539,0.0082,0.0328
21297,BDI,0.067000002,0.662,0.0444,0.1776
21298,BDI,0.067000002,0.662,0.0444,0.1776
21299,BDI,0.367000014,0.174999997,0.0642,0.2568
21300,BDI,0.097999997,0.143000007,0.014,0.056
21301,BDI,0.097999997,0.143000007,0.014,0.056
21302,BDI,0.156000003,0.015,0.0023,0.0092
21303,BDI,0.066,0.097999997,0.0065,0.026
21304,BDI,0.066,0.097999997,0.0065,0.026
21305,BDI,0.066,0.068999998,0.0046,0.0184
21306,BDI,0.442999989,0.532000005,0.2357,0.9428
21307,BDI,0.042704654,0.095295347,0.0041,0.0164
21308,BDI,0.201000005,0.74000001,0.1487,0.5948
21309,BDI,0.067000002,0.662,0.0444,0.1776
21310,BDI,0.156000003,0.015,0.0023,0.0092
21311,BDI,0.066,0.097999997,0.0065,0.026
21312,BDI,0.156000003,0.015,0.0023,0.0092
21313,BDI,0.066,0.068999998,0.0046,0.0184
21314,BDI,0.097999997,0.143000007,0.014,0.056
21315,BDI,0.041000001,0.097000003,0.004,0.016
21316,BDI,0.043000001,0.094999999,0.0041,0.0164
21317,BDI,0.067000002,0.662,0.0444,0.1776
21318,BDI,0.430958174,0.523134053,0.2254,0.9016
21319,BDI,0.201000005,0.74000001,0.1487,0.5948
21320,BDI,0.100515293,0.143299224,0.0144,0.0576
21321,BDI,0.157619506,0.017917363,0.0028,0.0112
21322,BDI,0.066,0.068999998,0.0046,0.0184
21323,BDI,0.067000002,0.662,0.0444,0.1776
21324,BDI,0.043000001,0.094999999,0.0041,0.0164
21325,BDI,0.63780754,0.322881432,0.2059,0.8236
21326,BDI,0.156000003,0.015,0.0023,0.0092
21327,BDI,0.097999997,0.143000007,0.014,0.056
21328,BDI,0.066,0.068999998,0.0046,0.0184
21329,BDI,0.351999998,0.465000004,0.1637,0.6548
21330,BDI,0.043000001,0.094999999,0.0041,0.0164
21331,BDI,0.367000014,0.174999997,0.0642,0.2568
21332,BDI,0.156000003,0.015,0.0023,0.0092
21333,BDI,0.367000014,0.174999997,0.0642,0.2568
21334,BDI,0.067000002,0.662,0.0444,0.1776
21335,BDI,0.255918963,0.147572579,0.0378,0.1512
21336,BDI,0.059218957,0.077974909,0.0046,0.0184
21337,BDI,0.066,0.068999998,0.0046,0.0184
21338,BDI,0.066,0.080833152,0.0053,0.0212
21339,BDI,0.066,0.068999998,0.0046,0.0184
21340,BDI,0.442999989,0.532000005,0.2357,0.9428
21341,BDI,0.156000003,0.015,0.0023,0.0092
21342,BDI,0.041000001,0.097000003,0.004,0.016
21343,BDI,0.043000001,0.094999999,0.0041,0.0164
21344,BDI,0.067000002,0.662,0.0444,0.1776
21345,BDI,0.067000002,0.662,0.0444,0.1776
21346,BDI,0.367000014,0.174999997,0.0642,0.2568
21347,BDI,0.442999989,0.532000005,0.2357,0.9428
21348,BDI,0.156000003,0.015,0.0023,0.0092
21349,BDI,0.097999997,0.143000007,0.014,0.056
21350,BDI,0.367000014,0.174999997,0.0642,0.2568
21351,BDI,0.156000003,0.015,0.0023,0.0092
21352,BDI,0.097999997,0.143000007,0.014,0.056
21353,BDI,0.097999997,0.143000007,0.014,0.056
21354,BDI,0.066,0.068999998,0.0046,0.0184
21355,BDI,0.066185428,0.202581531,0.0134,0.0536
21356,BDI,0.391496683,0.439222267,0.172,0.688
21357,BDI,0.156000003,0.015,0.0023,0.0092
21358,BDI,0.067000002,0.662,0.0444,0.1776
21359,BDI,0.442999989,0.532000005,0.2357,0.9428
21360,BDI,0.156000003,0.015,0.0023,0.0092
21361,BDI,0.101999525,0.134173463,0.0137,0.0548
21362,BDI,0.71372647,0.285130538,0.2035,0.814
21363,BDI,0.716000021,0.284000009,0.2033,0.8132
21364,BDI,0.066958055,0.638341879,0.0427,0.1708
21365,BDI,0.097999997,0.143000007,0.014,0.056
21366,BDI,0.043000001,0.094999999,0.0041,0.0164
21367,BDI,0.328469006,0.170416384,0.056,0.224
21368,BDI,0.367000014,0.174999997,0.0642,0.2568
21369,BDI,0.367000014,0.174999997,0.0642,0.2568
21370,BDI,0.201000005,0.74000001,0.1487,0.5948
21371,BDI,0.716000021,0.284000009,0.2033,0.8132
21372,BDI,0.367000014,0.174999997,0.0642,0.2568
21373,BDI,0.066,0.097999997,0.0065,0.026
21374,BDI,0.351999998,0.465000004,0.1637,0.6548
21375,BDI,0.367000014,0.174999997,0.0642,0.2568
21376,BDI,0.367000014,0.174999997,0.0642,0.2568
21377,BDI,0.351999998,0.465000004,0.1637,0.6548
21378,BDI,0.041000001,0.097000003,0.004,0.016
21379,BDI,0.041000001,0.097000003,0.004,0.016
21380,BDI,0.716000021,0.284000009,0.2033,0.8132
21381,BDI,0.067000002,0.662,0.0444,0.1776
21382,BDI,0.043000001,0.094999999,0.0041,0.0164
21383,BDI,0.156000003,0.015,0.0023,0.0092
21384,BDI,0.097999997,0.143000007,0.014,0.056
21385,BDI,0.351999998,0.465000004,0.1637,0.6548
21386,BDI,0.04561003,0.095986726,0.0044,0.0176
21387,BDI,0.430477928,0.522780465,0.225,0.9
21388,BDI,0.367000014,0.174999997,0.0642,0.2568
21389,BDI,0.156000003,0.015,0.0023,0.0092
21390,BDI,0.442999989,0.532000005,0.2357,0.9428
21391,BDI,0.043000001,0.094999999,0.0041,0.0164
21392,BDI,0.041000001,0.097000003,0.004,0.016
21393,BDI,0.367000014,0.174999997,0.0642,0.2568
21394,BDI,0.363999993,0.291999996,0.1063,0.4252
21395,BDI,0.201000005,0.131999999,0.0265,0.106
21396,BDI,0.201000005,0.131999999,0.0265,0.106
21397,BDI,0.037999999,0.123999998,0.0047,0.0188
21398,BDI,0.363999993,0.291999996,0.1063,0.4252
21399,BDI,0.100000001,0.532000005,0.0532,0.2128
21400,BDI,0.156000003,0.015,0.0023,0.0092
21401,BDI,0.041000001,0.097000003,0.004,0.016
21402,BDI,0.351999998,0.465000004,0.1637,0.6548
21403,BDI,0.041000001,0.097000003,0.004,0.016
21404,BDI,0.075999998,0.050000001,0.0038,0.0152
21405,BDI,0.067000002,0.662,0.0444,0.1776
21406,BDI,0.067000002,0.662,0.0444,0.1776
21407,BDI,0.351999998,0.465000004,0.1637,0.6548
21408,BDI,0.066,0.068999998,0.0046,0.0184
21409,BDI,0.375703248,0.410772071,0.1543,0.6172
21410,BDI,0.097999997,0.143000007,0.014,0.056
21411,BDI,0.625,0.375,0.2344,0.9376
21412,BDI,0.143068421,0.394780994,0.0565,0.226
21413,BDI,0.533999979,0.465999991,0.2488,0.9952
21414,BDI,0.333999991,0.351999998,0.1176,0.4704
21415,BDI,0.533999979,0.465999991,0.2488,0.9952
21416,BDI,0.533999979,0.465999991,0.2488,0.9952
21417,BDI,0.441000015,0.545000017,0.2403,0.9612
21418,BDI,0.361999989,0.351000011,0.1271,0.5084
21419,BDI,0.103,0.245000005,0.0252,0.1008
21420,BDI,0.280000001,0.449000001,0.1257,0.5028
21421,BDI,0.510346089,0.489653911,0.2499,0.9996
21422,BDI,0.472000003,0.527999997,0.2492,0.9968
21423,BDI,0.133000001,0.644999981,0.0858,0.3432
21424,BDI,0.660000026,0.340000004,0.2244,0.8976
21425,BDI,0.250999987,0.226999998,0.057,0.228
21426,BDI,0.100000001,0.532000005,0.0532,0.2128
21427,BDI,0.100000001,0.532000005,0.0532,0.2128
21428,BDI,0.201000005,0.131999999,0.0265,0.106
21429,BDI,0.39352801,0.356911497,0.1405,0.562
21430,BDI,0.103,0.245000005,0.0252,0.1008
21431,BDI,0.363999993,0.291999996,0.1063,0.4252
21432,BDI,0.103,0.245000005,0.0252,0.1008
21433,BDI,0.361999989,0.351000011,0.1271,0.5084
21434,BDI,0.037999999,0.123999998,0.0047,0.0188
21435,BDI,0.225999996,0.279000014,0.0631,0.2524
21436,BDI,0.226152702,0.230021967,0.052,0.208
21437,BDI,0.472000003,0.527999997,0.2492,0.9968
21438,BDI,0.037999999,0.123999998,0.0047,0.0188
21439,BDI,0.280000001,0.449000001,0.1257,0.5028
21440,BDI,0.079000004,0.093000002,0.0073,0.0292
21441,BDI,0.155000001,0.370000005,0.0574,0.2296
21442,BDI,0.441000015,0.545000017,0.2403,0.9612
21443,BDI,0.239034997,0.233281442,0.0558,0.2232
21444,BDI,0.533999979,0.465999991,0.2488,0.9952
21445,BDI,0.263000011,0.305999994,0.0805,0.322
21446,BDI,0.430863852,0.539982786,0.2327,0.9308
21447,BDI,0.426004126,0.201812187,0.086,0.344
21448,BDI,0.219999999,0.779999971,0.1716,0.6864
21449,BDI,0.36500001,0.592000008,0.2161,0.8644
21450,BDI,0.359011186,0.345584935,0.1241,0.4964
21451,BDI,0.404000014,0.372999996,0.1507,0.6028
21452,BDI,0,0.057999998,0,0
21453,BDI,0.034000002,0.266000003,0.009,0.036
21454,BDI,0.057,0.075000003,0.0043,0.0172
21455,BDI,0.102299062,0.175810865,0.018,0.072
21456,BDI,0.404000014,0.372999996,0.1507,0.6028
21457,BDI,0.57099998,0.42899999,0.245,0.98
21458,BDI,0.219999999,0.779999971,0.1716,0.6864
21459,BDI,0.057,0.075000003,0.0043,0.0172
21460,BDI,0.349000007,0.208000004,0.0726,0.2904
21461,BDI,0.381488995,0.437657724,0.167,0.668
21462,BDI,0,0.411000013,0,0
21463,BDI,0.225999996,0.523000002,0.1182,0.4728
21464,BDI,0.14862881,0.383232487,0.057,0.228
21465,BDI,0.333999991,0.351999998,0.1176,0.4704
21466,BDI,0.263000011,0.305999994,0.0805,0.322
21467,BDI,0.23902385,0.519433469,0.1242,0.4968
21468,BDI,0.616679488,0.383320535,0.2364,0.9456
21469,BDI,0.27788625,0.23559231,0.0655,0.262
21470,BDI,0.654811701,0.345188325,0.226,0.904
21471,BDI,0.480981875,0.519018127,0.2496,0.9984
21472,BDI,0.105512264,0.170550794,0.018,0.072
21473,BDI,0.276578439,0.453688808,0.1255,0.502
21474,BDI,0.636578576,0.363421434,0.2313,0.9252
21475,BDI,0.143428047,0.11359585,0.0163,0.0652
21476,BDI,0.250999987,0.226999998,0.057,0.228
21477,BDI,0.251767161,0.228457628,0.0575,0.23
21478,BDI,0.13298129,0.240745902,0.032,0.128
21479,BDI,0.125404504,0.631636476,0.0792,0.3168
21480,BDI,0.103,0.245000005,0.0252,0.1008
21481,BDI,0.066,0.097999997,0.0065,0.026
21482,BDI,0.386195723,0.490177079,0.1893,0.7572
21483,BDI,0.280000001,0.449000001,0.1257,0.5028
21484,BDI,0.037999999,0.123999998,0.0047,0.0188
21485,BDI,0.447454981,0.34419307,0.154,0.616
21486,BDI,0.472000003,0.527999997,0.2492,0.9968
21487,BDI,0.133000001,0.644999981,0.0858,0.3432
21488,BDI,0.201000005,0.131999999,0.0265,0.106
21489,BDI,0.617883518,0.382116482,0.2361,0.9444
21490,BDI,0.085854563,0.587724457,0.0505,0.202
21491,BDI,0.292972596,0.172551467,0.0506,0.2024
21492,BDI,0.326568226,0.333345789,0.1089,0.4356
21493,BDI,0.226380902,0.171306147,0.0388,0.1552
21494,BDI,0.423475496,0.364865209,0.1545,0.618
21495,BDI,0.166794787,0.146511924,0.0244,0.0976
21496,BDI,0.336611544,0.477826741,0.1608,0.6432
21497,BDI,0.225999996,0.279000014,0.0631,0.2524
21498,BDI,0.225999996,0.279000014,0.0631,0.2524
21499,BDI,0.472000003,0.527999997,0.2492,0.9968
21500,BDI,0.100000001,0.532000005,0.0532,0.2128
21501,BDI,0.340999991,0.218999997,0.0747,0.2988
21502,BDI,0.240309888,0.228300146,0.0549,0.2196
21503,BDI,0.363999993,0.291999996,0.1063,0.4252
21504,BDI,0.225999996,0.279000014,0.0631,0.2524
21505,BDI,0.472000003,0.527999997,0.2492,0.9968
21506,BDI,0.037999999,0.123999998,0.0047,0.0188
21507,BDI,0.103,0.245000005,0.0252,0.1008
21508,BDI,0.250999987,0.226999998,0.057,0.228
21509,BDI,0.363999993,0.291999996,0.1063,0.4252
21510,BDI,0.037999999,0.123999998,0.0047,0.0188
21511,BDI,0.367000014,0.174999997,0.0642,0.2568
21512,BDI,0.156000003,0.015,0.0023,0.0092
21513,BDI,0.156000003,0.015,0.0023,0.0092
21514,BDI,0.066335138,0.287017732,0.019,0.076
21515,BDI,0.351999998,0.465000004,0.1637,0.6548
21516,BDI,0.097999997,0.143000007,0.014,0.056
21517,BDI,0.156000003,0.015,0.0023,0.0092
21518,BDI,0.043000001,0.094999999,0.0041,0.0164
21519,BDI,0.351999998,0.465000004,0.1637,0.6548
21520,BDI,0.351999998,0.465000004,0.1637,0.6548
21521,BDI,0.067000002,0.662,0.0444,0.1776
21522,BDI,0.066,0.097999997,0.0065,0.026
21523,BDI,0.156000003,0.015,0.0023,0.0092
21524,BDI,0.066,0.088025529,0.0058,0.0232
21525,BDI,0.043000001,0.094999999,0.0041,0.0164
21526,BDI,0.352358275,0.460915648,0.1624,0.6496
21527,BDI,0.147804416,0.154012567,0.0228,0.0912
21528,BDI,0.156000003,0.015,0.0023,0.0092
21529,BDI,0.285037025,0.183772706,0.0524,0.2096
21530,BDI,0.074487766,0.052944874,0.0039,0.0156
21531,BDI,0.077506933,0.620609061,0.0481,0.1924
21532,BDI,0.503893358,0.268779623,0.1354,0.5416
21533,BDI,0.069455809,0.062743947,0.0044,0.0176
21534,BDI,0.127714664,0.194810222,0.0249,0.0996
21535,BDI,0.324327396,0.27578622,0.0894,0.3576
21536,BDI,0.241702335,0.324105227,0.0783,0.3132
21537,BDI,0.18080611,0.209126559,0.0378,0.1512
21538,BDI,0.112725841,0.479478116,0.054,0.216
21539,BDI,0.063265871,0.179197333,0.0113,0.0452
21540,BDI,0.13224307,0.196760971,0.026,0.104
21541,BDI,0.124091741,0.202167543,0.0251,0.1004
21542,BDI,0.355865056,0.417302209,0.1485,0.594
21543,BDI,0.069642035,0.106085946,0.0074,0.0296
21544,BDI,0.058940851,0.083220444,0.0049,0.0196
21545,BDI,0.134133793,0.117373017,0.0157,0.0628
21546,BDI,0.225999996,0.523000002,0.1182,0.4728
21547,BDI,0.086483002,0.093412132,0.0081,0.0324
21548,BDI,0,0.411000013,0,0
21549,BDI,0.533999979,0.465999991,0.2488,0.9952
21550,BDI,0.142000005,0.397000015,0.0564,0.2256
21551,BDI,0.625,0.375,0.2344,0.9376
21552,BDI,0.142000005,0.397000015,0.0564,0.2256
21553,BDI,0.441000015,0.545000017,0.2403,0.9612
21554,BDI,0.441000015,0.545000017,0.2403,0.9612
21555,BDI,0.441000015,0.545000017,0.2403,0.9612
21556,BDI,0.625,0.375,0.2344,0.9376
21557,BDI,0.533999979,0.465999991,0.2488,0.9952
21558,BDI,0.660000026,0.340000004,0.2244,0.8976
21559,BDI,0.100000001,0.532000005,0.0532,0.2128
21560,BDI,0.250999987,0.226999998,0.057,0.228
21561,BDI,0.361999989,0.351000011,0.1271,0.5084
21562,BDI,0.340999991,0.218999997,0.0747,0.2988
21563,BDI,0.133000001,0.644999981,0.0858,0.3432
21564,BDI,0.361999989,0.351000011,0.1271,0.5084
