et,c,lat,long,fat
Battle-No change of territory,Somalia,5.45,48.416667,2
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,2.2059,41.6233,10
Battle-No change of territory,Somalia,2.048031,45.32,0
Battle-No change of territory,Somalia,2.048031,45.32,2
Battle-No change of territory,Somalia,2.048031,45.32,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.043926,45.3,0
Battle-No change of territory,Somalia,2.043926,45.3,1
Battle-No change of territory,Somalia,2.05368,45.054779,0
Battle-No change of territory,Somalia,2.033074,45.343666,1
Battle-No change of territory,Somalia,2.019514,45.31,0
Battle-No change of territory,Somalia,2.054921,45.33,1
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,2.9167,43.7955,0
Battle-No change of territory,Somalia,2.04139,45.333721,0
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,2.04139,45.333721,2
Battle-No change of territory,Somalia,2.019514,45.31,0
Battle-No change of territory,Somalia,0.5172,42.071,0
Battle-No change of territory,Somalia,-0.36029,42.546261,0
Battle-No change of territory,Somalia,2.88901,42.93116,3
Battle-No change of territory,Somalia,2.15,45.116,20
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,0.5172,42.071,9
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,2.04139,45.333721,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.88901,42.93116,18
Battle-No change of territory,Somalia,9.745026,45.634033,0
Battle-No change of territory,Somalia,2.09955,45.16352,0
Battle-No change of territory,Somalia,4.12303,43.890121,14
Battle-No change of territory,Somalia,5.0767,47.9488,0
Battle-No change of territory,Somalia,2.101694,45.162907,0
Battle-No change of territory,Somalia,4.12303,43.890121,7
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,2.04139,45.333721,0
Battle-No change of territory,Somalia,2.317483,44.914856,1
Battle-No change of territory,Somalia,2.101694,45.162907,4
Battle-No change of territory,Somalia,2.067771,45.35,1
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,2.15,45.116,2
Battle-No change of territory,Somalia,1.988126,42.385254,0
Battle-No change of territory,Somalia,2.048031,45.32,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.084381,45.39,3
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.043926,45.3,0
Battle-No change of territory,Somalia,4.735984,45.204268,1
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,2.04139,45.333721,0
Battle-No change of territory,Somalia,0.472407,42.773895,2
Battle-No change of territory,Somalia,2.054921,45.33,0
Battle-No change of territory,Somalia,2.04139,45.333721,0
Battle-No change of territory,Somalia,2.048031,45.32,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.04139,45.333721,2
Battle-No change of territory,Somalia,2.04139,45.333721,0
Battle-No change of territory,Somalia,2.043926,45.3,0
Battle-No change of territory,Somalia,-0.36029,42.546261,1
Battle-No change of territory,Somalia,5.894725,46.115112,2
Battle-No change of territory,Somalia,5.692008,46.676388,3
Battle-No change of territory,Somalia,6.76924,47.430611,0
Battle-No change of territory,Somalia,6.76924,47.430611,0
Battle-No change of territory,Somalia,5.537395,46.383934,2
Battle-No change of territory,Somalia,-0.36029,42.546261,1
Battle-No change of territory,Somalia,5.894725,46.115112,0
Battle-No change of territory,Somalia,2.04139,45.333721,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,-0.36029,42.546261,1
Battle-No change of territory,Somalia,2.047638,45.35,0
Battle-No change of territory,Somalia,2.360017,45.385507,7
Battle-No change of territory,Somalia,2.2059,41.6233,73
Battle-No change of territory,Somalia,5.692008,46.676388,2
Battle-No change of territory,Somalia,-0.36029,42.546261,1
Battle-No change of territory,Somalia,2.39,45.3833,0
Battle-No change of territory,Somalia,-0.36029,42.546261,0
Battle-No change of territory,Somalia,2.04139,45.333721,1
Battle-No change of territory,Somalia,2.3333,42.2833,42
Battle-No change of territory,Somalia,10.7513,47.1889,3
Battle-No change of territory,Somalia,2.101694,45.162907,0
Battle-No change of territory,Somalia,4.12303,43.890121,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,3.0218,46.4771,0
Battle-No change of territory,Somalia,4.75,45.2,0
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,2.213274,42.279615,0
Battle-No change of territory,Somalia,4.735984,45.204268,1
Battle-No change of territory,Somalia,3.126804,43.796997,0
Battle-No change of territory,Somalia,3.31817,43.473148,0
Battle-No change of territory,Somalia,9.555386,44.070711,0
Battle-No change of territory,Somalia,2.3385,42.2843,0
Battle-No change of territory,Somalia,2.048031,45.32,0
Battle-No change of territory,Somalia,2.048031,45.32,0
Battle-No change of territory,Somalia,2.084381,45.39,1
Battle-No change of territory,Somalia,2.3333,42.2833,0
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,2.048031,45.32,0
Battle-No change of territory,Somalia,2.317483,44.914856,5
Battle-No change of territory,Somalia,3.348922,43.36853,2
Battle-No change of territory,Somalia,2.037727,45.33828,1
Battle-No change of territory,Somalia,2.3333,42.2833,18
Battle-No change of territory,Somalia,2.3333,42.2833,0
Battle-No change of territory,Somalia,3.036758,41.86744,30
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.3333,42.2833,0
Battle-No change of territory,Somalia,2.019514,45.31,0
Battle-No change of territory,Somalia,2.15,45.116,1
Battle-No change of territory,Somalia,0.04421,42.286595,0
Battle-No change of territory,Somalia,2.033731,45.34,1
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.043926,45.3,1
Battle-No change of territory,Somalia,-0.173378,41.269541,0
Battle-No change of territory,Somalia,1.679512,42.980586,0
Battle-No change of territory,Somalia,2.084381,45.39,2
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,1.716872,44.769888,1
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,4.735984,45.204268,2
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,1.716872,44.769888,2
Battle-No change of territory,Somalia,1.716872,44.769888,0
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,3.1166,43.65,1
Battle-No change of territory,Somalia,4.735984,45.204268,4
Battle-No change of territory,Somalia,4.735984,45.204268,3
Battle-No change of territory,Somalia,-0.360186,42.548761,12
Battle-No change of territory,Somalia,1.988126,42.385254,0
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,0.5172,42.071,0
Battle-No change of territory,Somalia,-0.360186,42.548761,0
Battle-No change of territory,Somalia,-0.360186,42.548761,0
Battle-No change of territory,Somalia,-0.360186,42.548761,4
Battle-No change of territory,Somalia,0.172351,42.228565,70
Battle-No change of territory,Somalia,3.328919,42.22091,2
Battle-No change of territory,Somalia,0.19,42.1,0
Battle-No change of territory,Somalia,2.048031,45.32,2
Battle-No change of territory,Somalia,-0.360186,42.548761,0
Battle-No change of territory,Somalia,0.19,42.1,0
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,5.894725,46.115112,8
Battle-No change of territory,Somalia,-0.360186,42.548761,0
Battle-No change of territory,Somalia,-1.00207,41.66143,0
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,-0.360186,42.548761,2
Battle-No change of territory,Somalia,2.06,45.36,0
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,2.06,45.36,0
Battle-No change of territory,Somalia,0.19,42.1,50
Battle-No change of territory,Somalia,0.19,42.1,50
Battle-No change of territory,Somalia,2.054921,45.33,1
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,1.8,44.7,0
Battle-No change of territory,Somalia,1.988126,42.385254,0
Battle-No change of territory,Somalia,1.988126,42.385254,25
Battle-No change of territory,Somalia,2.5031,42.2121,30
Battle-No change of territory,Somalia,0.172351,42.228565,0
Battle-No change of territory,Somalia,0.2671,42.17222,0
Battle-No change of territory,Somalia,0.4833,42.7666,0
Battle-No change of territory,Somalia,0.19,42.1,0
Battle-No change of territory,Somalia,2.665969,45.496445,0
Battle-No change of territory,Somalia,4.735984,45.204268,1
Battle-No change of territory,Somalia,-0.073951,42.571886,0
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,9.913391,44.726715,0
Battle-No change of territory,Somalia,2.633333,42.233333,7
Battle-No change of territory,Somalia,0.5172,42.071,0
Battle-No change of territory,Somalia,1.988126,42.385254,2
Battle-No change of territory,Somalia,2.342182,43.228455,4
Battle-No change of territory,Somalia,-0.360186,42.548761,3
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,2.03153,45.310707,0
Battle-No change of territory,Somalia,2.0833,45.1666,2
Battle-No change of territory,Somalia,0.04421,42.286595,0
Battle-No change of territory,Somalia,10.4,50.133333,12
Battle-No change of territory,Somalia,-0.360186,42.548761,2
Battle-No change of territory,Somalia,-1.0021,41.66143,10
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,-0.36029,42.546261,20
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,1.6684,44.4083,0
Battle-No change of territory,Somalia,6.769722,47.430833,0
Battle-No change of territory,Somalia,4.4,43.916667,0
Battle-No change of territory,Somalia,2.15,45.116,1
Battle-No change of territory,Somalia,3.328919,42.22091,0
Battle-No change of territory,Somalia,2.046196,45.33407,4
Battle-No change of territory,Somalia,-0.358173,42.545365,2
Battle-No change of territory,Somalia,4.735833,45.203611,1
Battle-No change of territory,Somalia,-0.358173,42.545365,4
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,1.6684,44.4083,0
Battle-No change of territory,Somalia,-1.25001,41.49349,5
Battle-No change of territory,Somalia,-1.25001,41.49349,6
Battle-No change of territory,Somalia,2.6185,44.8938,5
Battle-No change of territory,Somalia,3.113826,43.649802,25
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,3.113826,43.649802,0
Battle-No change of territory,Somalia,1.6684,44.4083,2
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,1.83333,44.41667,2
Battle-No change of territory,Somalia,2.046196,45.33407,1
Battle-No change of territory,Somalia,2.68333,44.783298,5
Battle-No change of territory,Somalia,2.95,43.6833,2
Battle-No change of territory,Somalia,6.769722,47.430833,1
Battle-No change of territory,Somalia,3.113826,43.649802,0
Battle-No change of territory,Somalia,2.046196,45.33407,1
Battle-No change of territory,Somalia,1.708655,44.694726,2
Battle-No change of territory,Somalia,2.046196,45.33407,1
Battle-No change of territory,Somalia,2.046196,45.33407,2
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,4.735833,45.203611,12
Battle-No change of territory,Somalia,2.046196,45.33407,10
Battle-No change of territory,Somalia,3.113826,43.649802,5
Battle-No change of territory,Somalia,5.7752,48.4499,1
Battle-No change of territory,Somalia,2.046196,45.33407,1
Battle-No change of territory,Somalia,2.68333,44.783298,8
Battle-No change of territory,Somalia,2.613839,44.884644,27
Battle-No change of territory,Somalia,4.735833,45.203611,0
Battle-No change of territory,Somalia,-0.358173,42.545365,0
Battle-No change of territory,Somalia,3.28,45.25,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.3385,42.2843,0
Battle-No change of territory,Somalia,3,43.5,8
Battle-No change of territory,Somalia,1.74928,44.74372,0
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,-0.358173,42.545365,0
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,-0.63198,41.98393,6
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,2.716321,44.511484,10
Battle-No change of territory,Somalia,3.113826,43.649802,4
Battle-No change of territory,Somalia,0,42,5
Battle-No change of territory,Somalia,1.715938,44.771662,0
Battle-No change of territory,Somalia,1.708655,44.694726,2
Battle-No change of territory,Somalia,-0.358173,42.545365,3
Battle-No change of territory,Somalia,0.5172,42.071,4
Battle-No change of territory,Somalia,0.5172,42.071,5
Battle-No change of territory,Somalia,3.28,45.25,1
Battle-No change of territory,Somalia,1.715938,44.771662,1
Battle-No change of territory,Somalia,2.046196,45.33407,1
Battle-No change of territory,Somalia,1.708655,44.694726,2
Battle-No change of territory,Somalia,-0.358173,42.545365,2
Battle-No change of territory,Somalia,-0.358173,42.545365,1
Battle-No change of territory,Somalia,3.2,43.166667,0
Battle-No change of territory,Somalia,3.113826,43.649802,3
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,4.735833,45.203611,1
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,2.046196,45.33407,2
Battle-No change of territory,Somalia,2.046196,45.33407,2
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,4.12129,43.88945,0
Battle-No change of territory,Somalia,2.3385,42.2843,4
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,9.52212,45.53363,0
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,1.8,44.7,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,-0.36029,42.546261,0
Battle-No change of territory,Somalia,8.552813,46.223893,1
Battle-No change of territory,Somalia,9.749167,48.821944,2
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.084381,45.39,1
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,-0.36029,42.546261,4
Battle-No change of territory,Somalia,1.708655,44.694726,0
Battle-No change of territory,Somalia,9.154896,47.477637,0
Battle-No change of territory,Somalia,11.2847,49.1825,1
Battle-No change of territory,Somalia,2.046196,45.33407,3
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,1.749276,44.743717,0
Battle-No change of territory,Somalia,3.31817,43.473148,6
Battle-No change of territory,Somalia,9.55975,44.06678,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,1.708655,44.694726,6
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,2.084381,45.39,1
Battle-No change of territory,Somalia,2.09955,45.16352,0
Battle-No change of territory,Somalia,2.716321,44.511484,10
Battle-No change of territory,Somalia,2.050556,45.377778,0
Battle-No change of territory,Somalia,3.328919,42.22091,4
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,-0.36029,42.546261,0
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,3.1166,43.65,4
Battle-No change of territory,Somalia,2.1381,45.1212,2
Battle-No change of territory,Somalia,2.5315,42.8323,0
Battle-No change of territory,Somalia,3.328919,42.22091,3
Battle-No change of territory,Somalia,2.084381,45.39,1
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,2.050556,45.377778,0
Battle-No change of territory,Somalia,2.67,41.32,0
Battle-No change of territory,Somalia,2.046196,45.33407,4
Battle-No change of territory,Somalia,2.716321,44.511484,0
Battle-No change of territory,Somalia,2.101694,45.162907,0
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,3.170789,43.408755,1
Battle-No change of territory,Somalia,3.1957,43.3428,10
Battle-No change of territory,Somalia,2.06516,45.39,1
Battle-No change of territory,Somalia,1.708655,44.694726,0
Battle-No change of territory,Somalia,2.3385,42.2843,0
Battle-No change of territory,Somalia,1.772013,44.45396,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.6185,44.8938,0
Battle-No change of territory,Somalia,2.205833,41.624722,0
Battle-No change of territory,Somalia,3.113826,43.649802,1
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.09955,45.16352,0
Battle-No change of territory,Somalia,6.77,47.63,1
Battle-No change of territory,Somalia,9.97798,50.25066,1
Battle-No change of territory,Somalia,2.66523,44.69019,0
Battle-No change of territory,Somalia,2.205833,41.624722,0
Battle-No change of territory,Somalia,3.31817,43.473148,0
Battle-No change of territory,Somalia,3.31817,43.473148,0
Battle-No change of territory,Somalia,2.39733,45.021313,10
Battle-No change of territory,Somalia,2.101694,45.162907,4
Battle-No change of territory,Somalia,2.15,45.116,1
Battle-No change of territory,Somalia,3.31817,43.473148,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,9.36081,47.30185,0
Battle-No change of territory,Somalia,2.046196,45.33407,7
Battle-No change of territory,Somalia,2.6185,44.8938,0
Battle-No change of territory,Somalia,4.1165,43.8155,2
Battle-No change of territory,Somalia,2.85,45.41667,0
Battle-No change of territory,Somalia,8.407847,48.483353,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,1.749276,44.743717,2
Battle-No change of territory,Somalia,2.205833,41.624722,0
Battle-No change of territory,Somalia,6.7833,47.4333,0
Battle-No change of territory,Somalia,-0.36029,42.546261,9
Battle-No change of territory,Somalia,2.046196,45.33407,1
Battle-No change of territory,Somalia,2.205833,41.624722,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,2.3385,42.2843,1
Battle-No change of territory,Somalia,2.06,45.36,1
Battle-No change of territory,Somalia,3.1166,43.65,5
Battle-No change of territory,Somalia,2.046196,45.33407,2
Battle-No change of territory,Somalia,-0.36029,42.546261,10
Battle-No change of territory,Somalia,2.050556,45.377778,2
Battle-No change of territory,Somalia,2.046196,45.33407,2
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,-0.36029,42.546261,0
Battle-No change of territory,Somalia,-0.36029,42.546261,0
Battle-No change of territory,Somalia,1.715938,44.771662,0
Battle-No change of territory,Somalia,2.6185,44.8938,0
Battle-No change of territory,Somalia,2.205833,41.624722,0
Battle-No change of territory,Somalia,6.769722,47.430833,2
Battle-No change of territory,Somalia,-0.36029,42.546261,0
Battle-No change of territory,Somalia,2.3963,45.0159,0
Battle-No change of territory,Somalia,3.766667,47.3,0
Battle-No change of territory,Somalia,2.084381,45.39,1
Battle-No change of territory,Somalia,2.054921,45.33,0
Battle-No change of territory,Somalia,3.113826,43.649802,1
Battle-No change of territory,Somalia,3.928611,41.876111,2
Battle-No change of territory,Somalia,6.14568,46.62712,1
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,9.154896,47.477637,6
Battle-No change of territory,Somalia,1.715938,44.771662,0
Battle-No change of territory,Somalia,1.708655,44.694726,4
Battle-No change of territory,Somalia,3.921944,41.915833,0
Battle-No change of territory,Somalia,2.4085,42.9771,3
Battle-No change of territory,Somalia,2.084381,45.39,1
Battle-No change of territory,Somalia,1.715938,44.771662,3
Battle-No change of territory,Somalia,1.715938,44.771662,1
Battle-No change of territory,Somalia,3.16853,42.49469,0
Battle-No change of territory,Somalia,1.923056,44.953722,0
Battle-No change of territory,Somalia,2.084381,45.39,1
Battle-No change of territory,Somalia,-0.36029,42.546261,40
Battle-No change of territory,Somalia,8.473575,47.354409,0
Battle-No change of territory,Somalia,1.715938,44.771662,0
Battle-No change of territory,Somalia,1.715938,44.771662,0
Battle-No change of territory,Somalia,2.06,45.36,0
Battle-No change of territory,Somalia,9.154896,47.477637,12
Battle-No change of territory,Somalia,9.154896,47.477637,4
Battle-No change of territory,Somalia,2.39,45.3833,0
Battle-No change of territory,Somalia,2.39,45.3833,1
Battle-No change of territory,Somalia,1.749276,44.743717,0
Battle-No change of territory,Somalia,-0.36029,42.546261,1
Battle-No change of territory,Somalia,1.716872,44.769888,0
Battle-No change of territory,Somalia,5.895556,46.9125,20
Battle-No change of territory,Somalia,2.09955,45.16352,0
Battle-No change of territory,Somalia,2.89346,43.46591,0
Battle-No change of territory,Somalia,1.716872,44.769888,10
Battle-No change of territory,Somalia,3.1166,43.65,1
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,3.28,45.25,1
Battle-No change of territory,Somalia,1.749276,44.743717,0
Battle-No change of territory,Somalia,3.62095,43.79141,0
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,6.42639,46.70553,4
Battle-No change of territory,Somalia,2.084381,45.39,1
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,3.28,45.25,7
Battle-No change of territory,Somalia,3.62095,43.79141,5
Battle-No change of territory,Somalia,3.170789,43.408755,16
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,6.77,47.63,1
Battle-No change of territory,Somalia,2.77905,45.50125,13
Battle-No change of territory,Somalia,11.2847,49.1825,34
Battle-No change of territory,Somalia,10.99013,49.05684,12
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.716321,44.511484,3
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,2.15,45.116,3
Battle-No change of territory,Somalia,6.7833,47.4333,2
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,-0.36029,42.546261,0
Battle-No change of territory,Somalia,2.09955,45.16352,2
Battle-No change of territory,Somalia,2.5031,42.2121,0
Battle-No change of territory,Somalia,10.98333,49.16667,0
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,1.923276,45.102253,0
Battle-No change of territory,Somalia,2.048031,45.32,1
Battle-No change of territory,Somalia,2.048031,45.32,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,4.92629,45.21723,0
Battle-No change of territory,Somalia,2.716321,44.511484,0
Battle-No change of territory,Somalia,4.4,43.91667,20
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,2.317483,44.914856,0
Battle-No change of territory,Somalia,-0.36029,42.546261,4
Battle-No change of territory,Somalia,1.716872,44.769888,1
Battle-No change of territory,Somalia,1.716872,44.769888,0
Battle-No change of territory,Somalia,2.88901,42.93116,0
Battle-No change of territory,Somalia,-1.03,41.483,0
Battle-No change of territory,Somalia,2.77905,45.50125,0
Battle-No change of territory,Somalia,2.06,45.36,2
Battle-No change of territory,Somalia,2.6185,44.8938,0
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,3.28,45.25,10
Battle-No change of territory,Somalia,11.19406,49.00639,5
Battle-No change of territory,Somalia,2.048031,45.32,0
Battle-No change of territory,Somalia,2.77905,45.50125,0
Battle-No change of territory,Somalia,2.09955,45.16352,0
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,3.74393,42.58772,0
Battle-No change of territory,Somalia,6.97,47.62,0
Battle-No change of territory,Somalia,8.473575,47.354409,0
Battle-No change of territory,Somalia,8.45412,46.70832,0
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,1.749276,44.743717,0
Battle-No change of territory,Somalia,2.06,45.36,0
Battle-No change of territory,Somalia,1.708655,44.694726,0
Battle-No change of territory,Somalia,2.019514,45.31,0
Battle-No change of territory,Somalia,11.19406,49.00639,1
Battle-No change of territory,Somalia,3.328919,42.22091,0
Battle-No change of territory,Somalia,-1.11588,41.84412,3
Battle-No change of territory,Somalia,6.77,47.63,1
Battle-No change of territory,Somalia,-0.36029,42.546261,0
Battle-No change of territory,Somalia,2.046196,45.33407,2
Battle-No change of territory,Somalia,2.048031,45.32,1
Battle-No change of territory,Somalia,2.06,45.36,1
Battle-No change of territory,Somalia,1.923276,45.102253,0
Battle-No change of territory,Somalia,2.77905,45.50125,1
Battle-No change of territory,Somalia,1.749276,44.743717,0
Battle-No change of territory,Somalia,6.9429,49.32608,1
Battle-No change of territory,Somalia,6.766228,47.427875,0
Battle-No change of territory,Somalia,1.716872,44.769888,0
Battle-No change of territory,Somalia,2.054921,45.33,0
Battle-No change of territory,Somalia,6.5552,47.2828,0
Battle-No change of territory,Somalia,-0.36029,42.546261,8
Battle-No change of territory,Somalia,-0.36029,42.546261,10
Battle-No change of territory,Somalia,-0.36029,42.546261,13
Battle-No change of territory,Somalia,8.473575,47.354409,0
Battle-No change of territory,Somalia,3.80958,43.24628,1
Battle-No change of territory,Somalia,-1.21933,47.83736,0
Battle-No change of territory,Somalia,1.716872,44.769888,0
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,-0.36029,42.546261,10
Battle-No change of territory,Somalia,0.30463,41.43938,0
Battle-No change of territory,Somalia,2.2059,41.6233,2
Battle-No change of territory,Somalia,2.046196,45.33407,2
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,8.407847,48.483353,1
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.046196,45.33407,2
Battle-No change of territory,Somalia,2.077778,45.365833,3
Battle-No change of territory,Somalia,2.084381,45.39,3
Battle-No change of territory,Somalia,1.716872,44.769888,0
Battle-No change of territory,Somalia,2.06,45.36,1
Battle-No change of territory,Somalia,2.019514,45.31,0
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,3.1166,43.65,10
Battle-No change of territory,Somalia,4.735984,45.204268,3
Battle-No change of territory,Somalia,1.708655,44.694726,3
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,2.77905,45.50125,1
Battle-No change of territory,Somalia,1.716872,44.769888,0
Battle-No change of territory,Somalia,2.054921,45.33,0
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,2.046196,45.33407,0
Battle-No change of territory,Somalia,8.943889,47.434167,0
Battle-No change of territory,Somalia,1.716872,44.769888,1
Battle-No change of territory,Somalia,2.054921,45.33,0
Battle-Rebels overtake territory,Somalia,4.49898,46.05642,0
Battle-Rebels overtake territory,Somalia,4.5135,46.28407,0
Battle-Rebels overtake territory,Somalia,3.78074,41.89431,3
Battle-Rebels overtake territory,Somalia,2.730099,41.192207,0
Battle-Rebels overtake territory,Somalia,3.921944,41.915833,0
