OBJECTID,ISO,flood.freq.mean,drought.freq.mean
101924,KEN,10,8
101925,KEN,10,10
101926,KEN,9,0
101927,KEN,9,0
101928,KEN,10,8
101929,KEN,10,8
101930,KEN,9,8
101931,KEN,10,8
101932,KEN,9,0
101933,KEN,9,8
101934,KEN,9,0
101935,KEN,10,8
101936,KEN,9,0
101937,KEN,9,0
101938,KEN,10,10
101939,KEN,10,8
101940,KEN,10,8
101941,KEN,10,8
101942,KEN,10,8
101943,KEN,10,8
101944,KEN,9,8
101945,KEN,10,8
101946,KEN,10,8
101947,KEN,10,8
101948,KEN,10,10
101949,KEN,10,8
101950,KEN,9,8
101951,KEN,10,8
101952,KEN,10,8
101953,KEN,9,8
101954,KEN,9,0
101955,KEN,6.142857143,7.636363636
101956,KEN,9,0
101957,KEN,9,0
101958,KEN,10,8
101959,KEN,10,8
101960,KEN,9,0
101961,KEN,10,8.571428571
101962,KEN,10,10
101963,KEN,10,8
101964,KEN,10,8
101965,KEN,9,0
101966,KEN,10,8
101967,KEN,10,8
101968,KEN,10,10
101969,KEN,10,10
101970,KEN,10,8
101971,KEN,10,10
101972,KEN,10,8.162696396
101973,KEN,7.176470588,8.480769231
101974,KEN,10,10
101975,KEN,10,8
101976,KEN,8.1,7.875
101977,KEN,9.571428571,10
101978,KEN,9.333333333,10
101979,KEN,8,7
101980,KEN,7,2.526067738
101981,KEN,8,7
101982,KEN,5.346142378,7
101983,KEN,8,7
101984,KEN,9,3.5
101985,KEN,7,7
101986,KEN,8,7
101987,KEN,9,7
101988,KEN,8,7
101989,KEN,8,7
101990,KEN,8,7
101991,KEN,8,7
101992,KEN,8,7
101993,KEN,9,0
101994,KEN,10,8
101995,KEN,9,0
101996,KEN,10,8
101997,KEN,9,0
101998,KEN,9,8
101999,KEN,10,8
102000,KEN,10,10
102001,KEN,10,8
102002,KEN,10,8
102003,KEN,10,8
102004,KEN,9,0
102005,KEN,10,10
102006,KEN,9,0
102007,KEN,10,8
102008,KEN,9,0
102009,KEN,9,0
102010,KEN,10,8
102011,KEN,10,8
102012,KEN,10,8
102013,KEN,9,8
102014,KEN,8.428571429,8
102015,KEN,10,10
102016,KEN,8.666666667,8
102017,KEN,9,0
102018,KEN,9,0
102019,KEN,10,8
102020,KEN,10,8
102021,KEN,10,8
102022,KEN,9,0
102023,KEN,10,8
102024,KEN,10,8
102025,KEN,10,8
102026,KEN,10,8
102027,KEN,10,8
102028,KEN,10,8
102029,KEN,10,8
102030,KEN,10,8
102031,KEN,7,0
102032,KEN,10,8
102033,KEN,10,10
102034,KEN,10,8
102035,KEN,5.666666667,7.285714286
102036,KEN,10,10
102037,KEN,10,10
102038,KEN,7.333333333,7
102039,KEN,8,7
102040,KEN,7,7
102041,KEN,8,7
102042,KEN,8,7
102043,KEN,7,9
102044,KEN,10,10
102045,KEN,7,9
102046,KEN,10,8
102047,KEN,2.93877551,2.95
102048,KEN,1.903225806,2.147058824
102049,KEN,10,8
102050,KEN,8.148148148,8
102051,KEN,10,8
102052,KEN,6.635641648,2.070136837
102053,KEN,7,7
102054,KEN,9,7
102055,KEN,7,7
102056,KEN,6.769230769,6.363636364
102057,KEN,8,7
102058,KEN,9,7
102059,KEN,9,7
102060,KEN,8,7
102061,KEN,7,7
102062,KEN,9,7
102063,KEN,8,7
102064,KEN,9,7
102065,KEN,9,7
102066,KEN,8.97047237,0
102067,KEN,8.5,0
102068,KEN,9.666666667,8
102069,KEN,7.5,0
102070,KEN,8.428571429,8
102071,KEN,10,8
102072,KEN,10,8
102073,KEN,10,10
102074,KEN,10,8
102075,KEN,10,8
102076,KEN,10,8
102077,KEN,8.8,8
102078,KEN,10,8
102079,KEN,10,8
102080,KEN,10,8
102081,KEN,10,8
102082,KEN,10,8
102083,KEN,10,8
102084,KEN,8.333333333,0
102085,KEN,10,8
102086,KEN,10,10
102087,KEN,10,8
102088,KEN,10,10
102089,KEN,7.5,0
102090,KEN,10,8
102091,KEN,10,8
102092,KEN,10,8
102093,KEN,8.467933983,0
102094,KEN,10,8
102095,KEN,10,8
102096,KEN,10,8
102097,KEN,8,0
102098,KEN,8.125,8
102099,KEN,10,8
102100,KEN,10,8
102101,KEN,10,8
102102,KEN,10,10
102103,KEN,7,0
102104,KEN,10,8
102105,KEN,10,8
102106,KEN,10,10
102107,KEN,10,8
102108,KEN,10,8
102109,KEN,10,8
102110,KEN,10,8
102111,KEN,7,0
102112,KEN,10,8
102113,KEN,10,10
102114,KEN,10,8
102115,KEN,10,8
102116,KEN,0,0.227272727
102117,KEN,10,8
102118,KEN,10,8
102119,KEN,7,0
102120,KEN,7,0
102121,KEN,10,8
102122,KEN,10,8
102123,KEN,10,8
102124,KEN,7,0
102125,KEN,10,8
102126,KEN,10,8
102127,KEN,10,8
102128,KEN,10,8
102129,KEN,10,10
102130,KEN,10,10
102131,KEN,7,0
102132,KEN,10,8
102133,KEN,8,8
102134,KEN,10,10
102135,KEN,10,8
102136,KEN,7,0
102137,KEN,10,10
102138,KEN,7,0
102139,KEN,10,8
102140,KEN,10,10
102141,KEN,8,8
102142,KEN,7,0
102143,KEN,10,8
102144,KEN,10,8
102145,KEN,10,8
102146,KEN,10,8
102147,KEN,10,8
102148,KEN,10,8
102149,KEN,10,8
102150,KEN,10,10
102151,KEN,10,8
102152,KEN,10,8
102153,KEN,10,8
102154,KEN,10,10
102155,KEN,10,8
102156,KEN,7,0
102157,KEN,8,8
102158,KEN,10,10
102159,KEN,7,0
102160,KEN,10,8
102161,KEN,10,8
102162,KEN,7,0
102163,KEN,10,8
102164,KEN,7,0
102165,KEN,10,8
102166,KEN,7,0
102167,KEN,10,8
102168,KEN,10,8
102169,KEN,10,8
102170,KEN,10,8
102171,KEN,10,8
102172,KEN,10,10
102173,KEN,10,9
102174,KEN,10,10
102175,KEN,7.93220339,7.333333333
102176,KEN,9.666666667,10
102177,KEN,10,8
102178,KEN,10,10
102179,KEN,10,9.333333333
102180,KEN,7,9
102181,KEN,10,10
102182,KEN,10,8
102183,KEN,10,8
102184,KEN,10,10
102185,KEN,10,10
102186,KEN,10,10
102187,KEN,7,0
102188,KEN,10,8.4
102189,KEN,10,8
102190,KEN,10,10
102191,KEN,10,8
102192,KEN,10,10
102193,KEN,10,10
102194,KEN,10,10
102195,KEN,10,10
102196,KEN,10,8
102197,KEN,10,10
102198,KEN,9.333333333,10
102199,KEN,8.4,10
102200,KEN,7.081081081,8.052631579
102201,KEN,8,8
102202,KEN,8,4.5
102203,KEN,8.190082645,8.274193548
102204,KEN,10,10
102205,KEN,7,0
102206,KEN,10,8
102207,KEN,10,10
102208,KEN,10,8
102209,KEN,10,8
102210,KEN,7,0
102211,KEN,7.194444444,1.333333333
102212,KEN,10,8
102213,KEN,10,8
102214,KEN,10,8
102215,KEN,3.705882353,4.764705882
102216,KEN,7,0
102217,KEN,10,8
102218,KEN,9.75,8
102219,KEN,10,8
102220,KEN,10,8
102221,KEN,8,8
102222,KEN,10,8
102223,KEN,10,8
102224,KEN,10,8
102225,KEN,10,8
102226,KEN,10,8
102227,KEN,7,0
102228,KEN,10,8
102229,KEN,10,8
102230,KEN,10,8
102231,KEN,10,8
102232,KEN,10,10
102233,KEN,10,8
102234,KEN,10,10
102235,KEN,10,8
102236,KEN,10,8
102237,KEN,10,8
102238,KEN,10,8
102239,KEN,10,8
102240,KEN,7,0
102241,KEN,10,8
102242,KEN,10,8
102243,KEN,7,0
102244,KEN,7,0
102245,KEN,10,8
102246,KEN,10,8
102247,KEN,10,8
102248,KEN,10,8
102249,KEN,10,8
102250,KEN,10,8
102251,KEN,10,8
102252,KEN,10,8
102253,KEN,10,8
102254,KEN,10,8
102255,KEN,10,8
102256,KEN,7,0
102257,KEN,10,10
102258,KEN,10,8
102259,KEN,10,8
102260,KEN,10,8
102261,KEN,10,10
102262,KEN,10,10
102263,KEN,10,10
102264,KEN,10,8
102265,KEN,10,8
102266,KEN,10,8
102267,KEN,10,8
102268,KEN,4.48,5.693877551
102269,KEN,10,8
102270,KEN,8.837209302,8.888888889
102271,KEN,10,8
102272,KEN,10,10
102273,KEN,10,8
102274,KEN,10,8
102275,KEN,10,8
102276,KEN,10,8
102277,KEN,10,8
102278,KEN,10,8
102279,KEN,10,8
102280,KEN,10,8
102281,KEN,10,8
102282,KEN,10,8
102283,KEN,10,8
102284,KEN,10,9
102285,KEN,10,10
102286,KEN,10,8
102287,KEN,10,8
102288,KEN,10,8
102289,KEN,10,10
102290,KEN,10,10
102291,KEN,10,8
102292,KEN,7,0
102293,KEN,10,8
102294,KEN,10,8
102295,KEN,7,0
102296,KEN,10,8
102297,KEN,10,8
102298,KEN,10,8
102299,KEN,10,8
102300,KEN,10,8
102301,KEN,7,0
102302,KEN,10,10
102303,KEN,10,8
102304,KEN,10,10
102305,KEN,10,8
102306,KEN,10,8
102307,KEN,10,8
102308,KEN,10,8
102309,KEN,10,10
102310,KEN,10,8
102311,KEN,10,8
102312,KEN,10,8
102313,KEN,10,8
102314,KEN,10,8
102315,KEN,10,8
102316,KEN,10,8
102317,KEN,10,8
102318,KEN,10,8
102319,KEN,10,8
102320,KEN,10,10
102321,KEN,10,8
102322,KEN,10,8
102323,KEN,7,0
102324,KEN,10,8
102325,KEN,10,8
102326,KEN,8.095238095,6.43902439
102327,KEN,10,8
102328,KEN,10,8
102329,KEN,10,8
102330,KEN,10,10
102331,KEN,10,8
102332,KEN,10,8
102333,KEN,10,10
102334,KEN,10,8
102335,KEN,9.1,8.818181818
102336,KEN,7,0
102337,KEN,10,8
102338,KEN,10,9
102339,KEN,10,10
102340,KEN,8.347826087,8
102341,KEN,10,10
102342,KEN,10,10
102343,KEN,10,8
102344,KEN,10,10
102345,KEN,10,10
102346,KEN,10,10
102347,KEN,10,8
102348,KEN,10,8
102349,KEN,10,8
102350,KEN,6.72,8.28
102351,KEN,10,10
102352,KEN,10,10
102353,KEN,10,10
102354,KEN,10,10
102355,KEN,10,8
102356,KEN,10,10
102357,KEN,10,8
102358,KEN,10,10
102359,KEN,10,8
102360,KEN,10,8
102361,KEN,10,10
102362,KEN,7,9.333333333
102363,KEN,10,8
102364,KEN,10,10
102365,KEN,10,10
102366,KEN,10,10
102367,KEN,10,8
102368,KEN,10,8
102369,KEN,10,8
102370,KEN,10,10
102371,KEN,10,9.821286249
102372,KEN,3.181818182,3.409090909
102373,KEN,10,10
102374,KEN,10,10
102375,KEN,10,10
102376,KEN,10,10
102377,KEN,10,8
102378,KEN,10,8
102379,KEN,10,10
102380,KEN,10,8
102381,KEN,10,10
102382,KEN,9.024390244,9.25
102383,KEN,10,8
102384,KEN,10,8
102385,KEN,10,10
102386,KEN,10,8
102387,KEN,10,10
102388,KEN,10,8
102389,KEN,10,8
102390,KEN,10,10
102391,KEN,10,10
102392,KEN,10,10
102393,KEN,8.756756757,8.27027027
102394,KEN,8,10
102395,KEN,9,10
102396,KEN,8,8
102397,KEN,8,8.428571429
102398,KEN,10,10
102399,KEN,10,10
102400,KEN,10,10
102401,KEN,10,10
102402,KEN,10,10
102403,KEN,7,9
102404,KEN,9.555555556,8
102405,KEN,10,8
102406,KEN,10,10
102407,KEN,10,8
102408,KEN,10,10
102409,KEN,7.090909091,7
102410,KEN,7.833333333,5.833333333
102411,KEN,8,8
102412,KEN,7.041666667,9
102413,KEN,10,8
102414,KEN,10,8
102415,KEN,10,8
102416,KEN,10,8
102417,KEN,10,8
102418,KEN,6.428571429,8.28
102419,KEN,10,10
102420,KEN,10,10
102421,KEN,7.6,9.2
102422,KEN,10,8
102423,KEN,10,10
102424,KEN,10,8
102425,KEN,10,8
102426,KEN,10,8.812507805
102427,KEN,10,10
102428,KEN,10,8
102429,KEN,10,8
102430,KEN,10,8
102431,KEN,10,8
102432,KEN,10,10
102433,KEN,10,10
102434,KEN,10,9.509631582
102435,KEN,10,10
102436,KEN,10,10
102437,KEN,10,10
102438,KEN,10,10
102439,KEN,9.887640449,9.886363636
102440,KEN,10,10
102441,KEN,10,10
102442,KEN,10,10
102443,KEN,10,10
102444,KEN,10,8
102445,KEN,10,8
102446,KEN,10,10
102447,KEN,10,8
102448,KEN,9.489361702,8
102449,KEN,10,9.270861888
102450,KEN,10,9
102451,KEN,10,10
102452,KEN,7,4.666666667
102453,KEN,8,7
102454,KEN,6.451612903,5.707692308
102455,KEN,7,7
102456,KEN,7.5,7
102457,KEN,8,7
102458,KEN,8,7
102459,KEN,8,7
102460,KEN,8,7
102461,KEN,8,7
102462,KEN,8,7
102463,KEN,8,7
102464,KEN,8.288461538,6.075471698
102465,KEN,10,8
102466,KEN,10,8.590336094
102467,KEN,10,10
102468,KEN,10,8
102469,KEN,10,8
102470,KEN,10,10
102471,KEN,9,7
102472,KEN,8,7
102473,KEN,8,7
102474,KEN,8,7
102475,KEN,8,7
102476,KEN,8,7
102477,KEN,8,7
102478,KEN,8,7
102479,KEN,8,7
102480,KEN,4.580695951,7
102481,KEN,8,7
102482,KEN,8.285714286,7
102483,KEN,8,7
102484,KEN,8,7
102485,KEN,5.633333333,6.967741935
102486,KEN,10,10
102487,KEN,10,8
102488,KEN,10,8
102489,KEN,10,8
102490,KEN,10,10
102491,KEN,8.24,8
102492,KEN,10,8
102493,KEN,10,10
102494,KEN,10,10
102495,KEN,8,7.875
102496,KEN,9.304347826,8
102497,KEN,10,10
102498,KEN,10,8
102499,KEN,10,10
102500,KEN,10,8
102501,KEN,10,10
102502,KEN,10,10
102503,KEN,10,8
102504,KEN,10,8
102505,KEN,5.833333333,9
102506,KEN,10,8
102507,KEN,9.5,10
102508,KEN,10,10
102509,KEN,10,9.973207705
102510,KEN,9.4,10
102511,KEN,9,8
102512,KEN,10,8
102513,KEN,9.764367307,10
102514,KEN,10,10
102515,KEN,10,10
102516,KEN,9.272727273,8
102517,KEN,10,8
102518,KEN,10,8
102519,KEN,7.611111111,8.052631579
102520,KEN,4.692307692,5.384615385
102521,KEN,6.245614035,7.333333333
102522,KEN,8.25,8
102523,KEN,8,8.057142857
102524,KEN,8,10
102525,KEN,5.2,5.5
102526,KEN,8,9
102527,KEN,1.664896212,3.524026599
102528,KEN,4,6
102529,KEN,8,8
102530,KEN,4,7.2
102531,KEN,8,8
102532,KEN,9,10
102533,KEN,9,10
102534,KEN,8,8
102535,KEN,8,10
102536,KEN,8,8
102537,KEN,8,8
102538,KEN,9,10
102539,KEN,8,8
102540,KEN,8,10
102541,KEN,8,9.866666667
102542,KEN,8,10
102543,KEN,6.818181818,7.421052632
102544,KEN,8.571428571,10
102545,KEN,8,9
102546,KEN,5,6
102547,KEN,8,10
102548,KEN,8,9
102549,KEN,8,8
102550,KEN,9,10
102551,KEN,7.826086957,8.869565217
102552,KEN,8,8.482758621
102553,KEN,8,9
102554,KEN,8,9
102555,KEN,8,5.4
102556,KEN,9,10
102557,KEN,7.27672956,5.94375
102558,KEN,8,9
102559,KEN,8,8.058823529
102560,KEN,7.870967742,8.059701493
102561,KEN,9,10
102562,KEN,8.909090909,10
102563,KEN,8.575859448,10
102564,KEN,7,8
102565,KEN,8,9.8
102566,KEN,8,9
102567,KEN,8,9
102568,KEN,8.439938982,10
102569,KEN,7.578947368,7.888888889
102570,KEN,8,8.333333333
102571,KEN,8,7.25
102572,KEN,8,8.5
102573,KEN,7.876923077,8.728813559
102574,KEN,9,7
102575,KEN,8,8.2
102576,KEN,9,8.666666667
102577,KEN,8.529411765,7.4
102578,KEN,8,7.105263158
102579,KEN,9,7
102580,KEN,8.2,7
102581,KEN,9,7
102582,KEN,8.384615385,7
102583,KEN,8,7
102584,KEN,8.7,7
102585,KEN,8,9
102586,KEN,9,7
102587,KEN,8.736842105,7
102588,KEN,8.166666667,7
102589,KEN,8,7
102590,KEN,7.333333333,7
102591,KEN,8,7
102592,KEN,8,7
102593,KEN,8,7
102594,KEN,9,7
102595,KEN,9,7
102596,KEN,9,7
102597,KEN,7,7
102598,KEN,9,7
102599,KEN,7,7
102600,KEN,9,7
102601,KEN,9,7
102602,KEN,9,7
102603,KEN,9,3.48388293
102604,KEN,9,7
102605,KEN,8,7
102606,KEN,9,7
102607,KEN,8,7
102608,KEN,7.5,7
102609,KEN,9,7
102610,KEN,9,7
102611,KEN,6.697674419,5.833333333
102612,KEN,9,7
102613,KEN,7,7
102614,KEN,9,7
102615,KEN,9,7
102616,KEN,9,7
102617,KEN,9,7
102618,KEN,9,7
102619,KEN,9,7
102620,KEN,8,7
102621,KEN,9,7
102622,KEN,7,7
102623,KEN,9,7
102624,KEN,8,7
102625,KEN,8,7
102626,KEN,6.276063322,5.226768434
102627,KEN,8,7
102628,KEN,8,7
102629,KEN,8,7
102630,KEN,8,7
102631,KEN,9.375,7
102632,KEN,8,7
102633,KEN,8,7
102634,KEN,8,7
102635,KEN,8,7
102636,KEN,8,0.070856419
102637,KEN,8,7
102638,KEN,9,7
102639,KEN,9,7
102640,KEN,7,7
102641,KEN,7,7
102642,KEN,8,7
102643,KEN,8,7
102644,KEN,8,7
102645,KEN,9,7
102646,KEN,9,7
102647,KEN,8,7
102648,KEN,8,7
102649,KEN,8,7
102650,KEN,9,7
102651,KEN,8,7
102652,KEN,9,7
102653,KEN,8,7
102654,KEN,9,7
102655,KEN,8,7
102656,KEN,9,7
102657,KEN,8,7
102658,KEN,9,7
102659,KEN,9,7
102660,KEN,9,7
102661,KEN,9,7
102662,KEN,9,7
102663,KEN,9,7
102664,KEN,8,7
102665,KEN,8,7
102666,KEN,8,7
102667,KEN,8,7
102668,KEN,9,4.666666667
102669,KEN,8,3.5
102670,KEN,8,7
102671,KEN,8,7
102672,KEN,8,7
102673,KEN,8.117647059,7
102674,KEN,8,7
102675,KEN,8.971428571,7
102676,KEN,8,7
102677,KEN,4.389739214,0
102678,KEN,8.066666667,7
102679,KEN,8,7
102680,KEN,8,7
102681,KEN,8,6.099076465
102682,KEN,9.210526316,7
102683,KEN,8,7
102684,KEN,8,7
102685,KEN,8,7
102686,KEN,8,7
102687,KEN,8,7
102688,KEN,8,7
102689,KEN,8,7
102690,KEN,8,7
102691,KEN,8,7
102692,KEN,8,7
102693,KEN,8,7
102694,KEN,8,7
102695,KEN,8,7
102696,KEN,8,7
102697,KEN,8,7
102698,KEN,8,7
102699,KEN,8,7
102700,KEN,8,7
102701,KEN,8,7
102702,KEN,8,7
102703,KEN,8,7
102704,KEN,8,7
102705,KEN,8,7
102706,KEN,8,7
102707,KEN,8,7
102708,KEN,8,7
102709,KEN,8,7
102710,KEN,6.838479047,3.226710829
102711,KEN,8,7
102712,KEN,8,7
102713,KEN,7.988458785,6.975938098
102714,KEN,8,7
102715,KEN,8,7
102716,KEN,8,7
102717,KEN,8,7
102718,KEN,8,7
102719,KEN,8,1.414289286
102720,KEN,8,7
102721,KEN,5.703866847,0.435386305
102722,KEN,8,7
102723,KEN,8,7
102724,KEN,8,3.728341588
102725,KEN,8,7
102726,KEN,8,7
102727,KEN,8,2.598945295
102728,KEN,9.532467532,7
102729,KEN,8,7
102730,KEN,8,0.004766956
102731,KEN,8,7
102732,KEN,8,7
102733,KEN,8,7
102734,KEN,8,7
102735,KEN,8,3.944744289
102736,KEN,8,7
102737,KEN,8,6.591379038
102738,KEN,8,7
102739,KEN,8,7
102740,KEN,8,7
102741,KEN,8,5.537679088
102742,KEN,8,7
102743,KEN,8.875,7
102744,KEN,6.551664982,7
102745,KEN,8,7
102746,KEN,8,7
102747,KEN,8,7
102748,KEN,8,7
102749,KEN,8,7
102750,KEN,5.907741448,5.587518399
102751,KEN,8,7
102752,KEN,8,7
102753,KEN,7.613942068,5.903929816
102754,KEN,8,3.812235694
102755,KEN,8,7
102756,KEN,5.746335837,6.067268903
102757,KEN,8,7
102758,KEN,8,7
102759,KEN,8,7
102760,KEN,8,5.6
102761,KEN,8,7
102762,KEN,8,7
102763,KEN,7.571827117,4.086232045
102764,KEN,8,7
102765,KEN,8,7
102766,KEN,8,5.6
102767,KEN,8,7
102768,KEN,8,7
102769,KEN,2.614405923,2.386422345
102770,KEN,8,7
102771,KEN,8,0.321952333
102772,KEN,7.136991113,0
103012,LSO,6.846938776,9.904255319
103013,LSO,4.544871795,10
103014,LSO,7.013574661,9.792792793
103015,LSO,1.598130841,10
103016,LSO,4.5,9.929961089
103017,LSO,0.944723618,9.885572139
103018,LSO,0.450704225,9.417266187
103019,LSO,6.412280702,8.843478261
103020,LSO,3.456521739,9.303191489
103021,LSO,6.089171975,8.75
103022,LBR,0,0
103023,LBR,0,0
103024,LBR,0,7
103025,LBR,0,0
103026,LBR,0,0
103027,LBR,0,4.666666667
103028,LBR,0,7
103029,LBR,0,6
103030,LBR,0,0
103031,LBR,0,0
103032,LBR,0,7.083333333
103033,LBR,0,0
103034,LBR,0,0
103035,LBR,0,9
103036,LBR,0,9
103037,LBR,0,0
103038,LBR,0,9
103039,LBR,0,5.4
103040,LBR,0,9
103041,LBR,0,2.4
103042,LBR,0,0
103043,LBR,0,0
103044,LBR,0,7
103045,LBR,0.375,7
103046,LBR,0,2
103047,LBR,0,0
103048,LBR,0,7
103049,LBR,0,0
103050,LBR,0,0
103051,LBR,0,3.5
103052,LBR,0,0
103053,LBR,0,0
103054,LBR,0,0
103055,LBR,0,0
103056,LBR,0,0
103057,LBR,0,0
103058,LBR,1,7
103059,LBR,0,7
103060,LBR,0,0
103061,LBR,0,0
103062,LBR,0,0
103063,LBR,0,0
103064,LBR,0,0
103065,LBR,0,0
103066,LBR,0,0
103067,LBR,0,0
103068,LBR,0,0
103069,LBR,0,0
103070,LBR,0,0
103071,LBR,0,0
103072,LBR,0,0
103073,LBR,0,0
103074,LBR,0,0
103075,LBR,0,0
103076,LBR,0,0
103077,LBR,0,0
103078,LBR,0,0
103079,LBR,0,0
103080,LBR,0,0
103081,LBR,0,0
103082,LBR,0,0
103083,LBR,0,0
103084,LBR,0,7
103085,LBR,0,0
103086,LBR,1,7
103087,LBR,0,7
103088,LBR,0,0
103089,LBR,0,6.222222222
103090,LBR,0,0
103091,LBR,0,7
103092,LBR,0,0
103093,LBR,0,0
103094,LBR,0,7
103095,LBR,0,7
103096,LBR,0,7
103097,LBR,0,0
103098,LBR,0,7
103099,LBR,0,7
103100,LBR,0,0
103101,LBR,0,7
103102,LBR,0,7
103103,LBR,0,7
103104,LBR,0,7
103105,LBR,0,0
103106,LBR,0,0
103107,LBR,0,9
103108,LBR,0,6.588235294
103109,LBR,0.054054054,6.794117647
103110,LBR,0,7
103111,LBR,0,0
103112,LBR,0,7
103113,LBR,0,7
103114,LBR,0,0
103115,LBR,0,0
103116,LBR,0,9
103117,LBR,0,9
103118,LBR,0,9
103119,LBR,0,6.962264151
103120,LBR,0,9
103121,LBR,0,0
103122,LBR,0,0
103123,LBR,0,6.473684211
103124,LBR,0,8.661538462
103125,LBR,0,0
103126,LBR,0,7
103127,LBR,0,0
103128,LBR,0,0
103129,LBR,0,0
103130,LBR,0,0
103131,LBR,0,0
103132,LBR,0,0
103133,LBR,0,0
103134,LBR,0,0
103135,LBR,0,2.514705882
103136,LBR,0,0
103137,LBR,0.275862069,7.137931034
103138,LBR,0,0
103139,LBR,0,0
103140,LBR,0,7
103141,LBR,0,6.125
103142,LBR,0,7
103143,LBR,0,7
103144,LBR,0,0
103145,LBR,0,0
103146,LBR,0,0
103147,LBR,0,0.7
103148,LBR,0,0
103149,LBR,0,0
103150,LBR,0,0
103151,LBR,0,0
103152,LBR,0.285714286,7
103153,LBR,0,0
103154,LBR,0,0
103155,LBR,0,0
103156,LBR,0,0
103157,LBR,0,4
103158,LBR,0,0
103159,LBR,1,7
103160,LBR,0,7
103161,LBR,0,0
103162,LBR,0,0
103163,LBR,0,0
103164,LBR,0,0
103165,LBR,0,7
103166,LBR,0,0
103167,LBR,0,4.375
103168,LBR,0.652173913,7
103169,LBR,0,0
103170,LBR,0,0
103171,LBR,0,0
103172,LBR,0,0
103173,LBR,0,0
103174,LBR,0,0
103175,LBR,0,0
103176,LBR,0,0
103177,LBR,0,0
103178,LBR,0,0
103179,LBR,0,0
103180,LBR,0,0
103181,LBR,0,7
103182,LBR,0,7
103183,LBR,0,7
103184,LBR,0,7
103185,LBR,0,0
103186,LBR,0,7
103187,LBR,0,5.833333333
103188,LBR,0,0
103189,LBR,0,7
103190,LBR,0,7
103191,LBR,0,7
103192,LBR,0,0
103193,LBR,0,0
103194,LBR,0,0
103195,LBR,0,1.333333333
103196,LBR,0,0
103197,LBR,0,7
103198,LBR,0,7
103199,LBR,0,0
103200,LBR,0,7
103201,LBR,0,0
103202,LBR,0,7
103203,LBR,0,7
103204,LBR,0,7
103205,LBR,0,7
103206,LBR,0,0
103207,LBR,0,0
103208,LBR,0,7
103209,LBR,0,0
103210,LBR,0,7
103211,LBR,0,7
103212,LBR,0,0
103213,LBR,0,7
103214,LBR,0,7
103215,LBR,0,7
103216,LBR,0,0
103217,LBR,0,0
103218,LBR,0,7
103219,LBR,0,7
103220,LBR,0,7
103221,LBR,0,7
103222,LBR,0,7
103223,LBR,0,0
103224,LBR,0,7
103225,LBR,0,7
103226,LBR,0,2.333333333
103227,LBR,0,0
103228,LBR,0,7
103229,LBR,0,7
103230,LBR,0,7
103231,LBR,0,5.25
103232,LBR,0,7
103233,LBR,0,7
103234,LBR,0,7
103235,LBR,0,0
103236,LBR,0,0
103237,LBR,0,7
103238,LBR,0,7
103239,LBR,0,7
103240,LBR,0,7
103241,LBR,0,0
103242,LBR,0,0
103243,LBR,0,0
103244,LBR,0,7
103245,LBR,0,1
103246,LBR,0,7
103247,LBR,0,7
103248,LBR,0,7
103249,LBR,0,0
103250,LBR,0,7
103251,LBR,0,0
103252,LBR,0,7
103253,LBR,0,7
103254,LBR,0,0
103255,LBR,0,0
103256,LBR,0,2.333333333
103257,LBR,0,0
103258,LBR,0,7
103259,LBR,0,7
103260,LBR,0,7
103261,LBR,0,0
103262,LBR,0,2.333333333
103263,LBR,0,0
103264,LBR,0,0
103265,LBR,0,0
103266,LBR,0,0
103267,LBR,0,0
103268,LBR,0,0
103269,LBR,0,0
103270,LBR,0,0
103271,LBR,0,0
103272,LBR,0,0
103273,LBR,0,0
103274,LBR,0,7
103275,LBR,0,0
103276,LBR,0,0
103277,LBR,0,0
103278,LBR,0,0
103279,LBR,0,7
103280,LBR,0,0
103281,LBR,0,0
103282,LBR,0,7
103283,LBR,0,0
103284,LBR,0,4.666666667
103285,LBR,0,0
103286,LBR,0,0
103287,LBR,0,0
103288,LBR,0,0
103289,LBR,0,0
103290,LBR,0,4.2
103291,LBR,0,0
103292,LBR,0,0
103293,LBR,0,0
103294,LBR,0,0
103295,LBR,0,0
103296,LBR,0,0
103297,LBR,0,0
103298,LBR,0,0
103299,LBR,0,0
103300,LBR,0,0
103301,LBR,0,0
103302,LBR,0,0
103303,LBR,0,0
103304,LBR,0,0
103305,LBR,0,0
103306,LBR,0,0
103307,LBR,0,0
103308,LBR,0,0
103309,LBR,0,0
103310,LBR,0,0
103311,LBR,0,0
103312,LBR,0,0
103313,LBR,0,0
103314,LBR,0,0
103315,LBR,0,0
103316,LBR,0,0
103317,LBR,0,0
103318,LBR,0,0
103319,LBR,0,0
103320,LBR,0,0
103321,LBR,0,0
103322,LBR,0,0
103323,LBR,0,0
103324,LBR,0,0
103325,LBR,0,0
103326,LBR,0,0
103327,LBY,0,0
103328,LBY,0,0
103329,LBY,0,0
103330,LBY,0,0
103331,LBY,0,0
103332,LBY,0,0
103333,LBY,0,0
103334,LBY,0,0
103335,LBY,0.001883153,0
103336,LBY,0,0
103337,LBY,0,0
103338,LBY,0,0
103339,LBY,0,0
103340,LBY,0,0
103341,LBY,0,0
103342,LBY,0,0
103343,LBY,0,0
103344,LBY,0,0
103345,LBY,0,0
103346,LBY,0,0
103347,LBY,0,0
103348,LBY,0,0
103349,LBY,0,0
103350,LBY,0,0
