OBJECTID,ISO,flood.freq.mean,drought.freq.mean
20489,BDI,8,9
20490,BDI,8,6
20491,BDI,8,9
20492,BDI,8,6
20493,BDI,8,9
20494,BDI,8,9
20495,BDI,8,9
20496,BDI,8,9
20497,BDI,8,9
20498,BDI,8,9
20499,BDI,8,9
20500,BDI,8,9
20501,BDI,8,9
20502,BDI,8,9
20503,BDI,8,9
20504,BDI,8,6
20505,BDI,8,6
20506,BDI,8,9
20507,BDI,8,6
20508,BDI,8,6
20509,BDI,8,6
20510,BDI,8,9
20511,BDI,8,9
20512,BDI,8,6
20513,BDI,8,9
20514,BDI,8,9
20515,BDI,8,6
20516,BDI,8,9
20517,BDI,8,6
20518,BDI,8,6
20519,BDI,8,6
20520,BDI,8,6
20521,BDI,8,7.907896402
20522,BDI,8,6
20523,BDI,8,6
20524,BDI,8,6
20525,BDI,8,6
20526,BDI,8,9
20527,BDI,8,6
20528,BDI,8,9
20529,BDI,8,9
20530,BDI,8,9
20531,BDI,8,9
20532,BDI,8,9
20533,BDI,8,9
20534,BDI,8,9
20535,BDI,8,6
20536,BDI,8,9
20537,BDI,8,9
20538,BDI,8,9
20539,BDI,8,6
20540,BDI,8,6
20541,BDI,8,9
20542,BDI,8,6
20543,BDI,8,9
20544,BDI,8,9
20545,BDI,8,9
20546,BDI,8,9
20547,BDI,8,9
20548,BDI,8,6
20549,BDI,8,9
20550,BDI,8,9
20551,BDI,8,9
20552,BDI,8,9
20553,BDI,8,9
20554,BDI,8,9
20555,BDI,8,9
20556,BDI,8,9
20557,BDI,8,9
20558,BDI,8,6
20559,BDI,8,9
20560,BDI,8,9
20561,BDI,8,7.846918666
20562,BDI,8,9
20563,BDI,8,9
20564,BDI,8,8.770490617
20565,BDI,8,9
20566,BDI,8,9
20567,BDI,8,6
20568,BDI,8,9
20569,BDI,8,9
20570,BDI,8,6
20571,BDI,8,9
20572,BDI,8,6
20573,BDI,8,6
20574,BDI,8,9
20575,BDI,8,6
20576,BDI,8,9
20577,BDI,8,6
20578,BDI,8,9
20579,BDI,8,9
20580,BDI,8,9
20581,BDI,8,8.998130695
20582,BDI,8,9
20583,BDI,8,9
20584,BDI,8,9
20585,BDI,8,9
20586,BDI,8,6
20587,BDI,8,9
20588,BDI,8,9
20589,BDI,8,6
20590,BDI,8,9
20591,BDI,8,9
20592,BDI,8,9
20593,BDI,8,9
20594,BDI,8,9
20595,BDI,8,9
20596,BDI,8,6
20597,BDI,8,6
20598,BDI,8,6
20599,BDI,8,9
20600,BDI,8,9
20601,BDI,8,6
20602,BDI,8,9
20603,BDI,8,9
20604,BDI,8,9
20605,BDI,8,9
20606,BDI,8,9
20607,BDI,8,9
20608,BDI,8,9
20609,BDI,8,9
20610,BDI,8,9
20611,BDI,8,6.123294413
20612,BDI,8,6
20613,BDI,8,6
20614,BDI,8,9
20615,BDI,8,9
20616,BDI,8,9
20617,BDI,8,9
20618,BDI,8,9
20619,BDI,8,9
20620,BDI,8,9
20621,BDI,8,9
20622,BDI,8,9
20623,BDI,8,9
20624,BDI,8,9
20625,BDI,8,9
20626,BDI,8,9
20627,BDI,8,9
20628,BDI,8,9
20629,BDI,8,9
20630,BDI,8,9
20631,BDI,8,9
20632,BDI,8,9
20633,BDI,8,6
20634,BDI,8,8.792165552
20635,BDI,8,6
20636,BDI,8,9
20637,BDI,8,9
20638,BDI,8,9
20639,BDI,8,9
20640,BDI,8,6
20641,BDI,8,9
20642,BDI,8,9
20643,BDI,8,6
20644,BDI,8,6
20645,BDI,8,9
20646,BDI,8,9
20647,BDI,8,9
20648,BDI,8,9
20649,BDI,8,9
20650,BDI,8,9
20651,BDI,8,9
20652,BDI,8,9
20653,BDI,8,9
20654,BDI,8,6
20655,BDI,8,9
20656,BDI,8,9
20657,BDI,8,9
20658,BDI,8,6
20659,BDI,8,6.89126412
20660,BDI,8,6
20661,BDI,8,9
20662,BDI,8,6
20663,BDI,8,9
20664,BDI,8,6.75596298
20665,BDI,8,9
20666,BDI,8,9
20667,BDI,8,9
20668,BDI,8,9
20669,BDI,8,9
20670,BDI,8,6
20671,BDI,8,6
20672,BDI,8,6
20673,BDI,8,6
20674,BDI,8,9
20675,BDI,8,9
20676,BDI,8,6
20677,BDI,8,6
20678,BDI,8,9
20679,BDI,8,8.791182675
20680,BDI,8,9
20681,BDI,8,6
20682,BDI,8,6.13024607
20683,BDI,8,9
20684,BDI,8,9
20685,BDI,8,9
20686,BDI,8,9
20687,BDI,8,9
20688,BDI,8,9
20689,BDI,8,6
20690,BDI,8,9
20691,BDI,8,6
20692,BDI,8,6
20693,BDI,8,9
20694,BDI,8,9
20695,BDI,8,9
20696,BDI,8,6
20697,BDI,8,9
20698,BDI,8,9
20699,BDI,8,6.007053069
20700,BDI,8,9
20701,BDI,8,9
20702,BDI,8,9
20703,BDI,8,9
20704,BDI,8,6
20705,BDI,8,9
20706,BDI,8,8.973528922
20707,BDI,8,9
20708,BDI,8,6.208998154
20709,BDI,8,9
20710,BDI,8,9
20711,BDI,8,9
20712,BDI,8,9
20713,BDI,8,9
20714,BDI,8,6
20715,BDI,8,9
20716,BDI,8,9
20717,BDI,8,9
20718,BDI,8,9
20719,BDI,8,9
20720,BDI,8,9
20721,BDI,8,9
20722,BDI,8,9
20723,BDI,8,6
20724,BDI,8,9
20725,BDI,8,9
20726,BDI,8,6
20727,BDI,8,8.918778701
20728,BDI,8,6
20729,BDI,8,9
20730,BDI,8,9
20731,BDI,8,9
20732,BDI,8,9
20733,BDI,8,6
20734,BDI,8,9
20735,BDI,8,9
20736,BDI,8,9
20737,BDI,8,6
20738,BDI,8,9
20739,BDI,8,9
20740,BDI,8,9
20741,BDI,8,9
20742,BDI,8,6
20743,BDI,8,9
20744,BDI,8,6
20745,BDI,8,6
20746,BDI,8,9
20747,BDI,8,9
20748,BDI,8,6
20749,BDI,8,8.954000483
20750,BDI,8,9
20751,BDI,8,9
20752,BDI,8,6
20753,BDI,8,6
20754,BDI,8,9
20755,BDI,8,9
20756,BDI,8,9
20757,BDI,8,9
20758,BDI,8,6
20759,BDI,8,9
20760,BDI,8,9
20761,BDI,8,9
20762,BDI,8,9
20763,BDI,8,6
20764,BDI,8,7.979954508
20765,BDI,8,6
20766,BDI,8,9
20767,BDI,8,9
20768,BDI,8,9
20769,BDI,8,9
20770,BDI,8,6
20771,BDI,8,9
20772,BDI,8,9
20773,BDI,8,6
20774,BDI,8,9
20775,BDI,8,9
20776,BDI,8,9
20777,BDI,8,6
20778,BDI,8,9
20779,BDI,8,6
20780,BDI,8,9
20781,BDI,8,9
20782,BDI,8,6
20783,BDI,8,9
20784,BDI,8,6
20785,BDI,8,9
20786,BDI,8,6
20787,BDI,8,9
20788,BDI,8,6
20789,BDI,8,9
20790,BDI,8,9
20791,BDI,8,9
20792,BDI,8,9
20793,BDI,8,6
20794,BDI,8,6
20795,BDI,8,9
20796,BDI,8,9
20797,BDI,8,9
20798,BDI,8,9
20799,BDI,8,6
20800,BDI,8,6
20801,BDI,8,6
20802,BDI,8,9
20803,BDI,8,6
20804,BDI,8,9
20805,BDI,8,6
20806,BDI,8,6
20807,BDI,8,6
20808,BDI,8,9
20809,BDI,8,9
20810,BDI,8,6
20811,BDI,8,6
20812,BDI,8,9
20813,BDI,8,9
20814,BDI,8,9
20815,BDI,8,9
20816,BDI,8,6.012203241
20817,BDI,8,6
20818,BDI,8,9
20819,BDI,8,6
20820,BDI,8,9
20821,BDI,8,9
20822,BDI,8,8.234684311
20823,BDI,8,9
20824,BDI,8,9
20825,BDI,8,9
20826,BDI,8,6
20827,BDI,8,6
20828,BDI,8,9
20829,BDI,8,9
20830,BDI,8,9
20831,BDI,8,9
20832,BDI,8,9
20833,BDI,8,9
20834,BDI,8,9
20835,BDI,8,6
20836,BDI,8,6
20837,BDI,8,6.083716861
20838,BDI,8,8.662519567
20839,BDI,8,6
20840,BDI,8,6
20841,BDI,8,6
20842,BDI,8,6
20843,BDI,8,6
20844,BDI,8,6
20845,BDI,8,6
20846,BDI,8,6
20847,BDI,8,9
20848,BDI,8,6
20849,BDI,8,6
20850,BDI,8,6
20851,BDI,8,9
20852,BDI,8,9
20853,BDI,8,6
20854,BDI,8,9
20855,BDI,8,6
20856,BDI,8,9
20857,BDI,8,9
20858,BDI,8,9
20859,BDI,8,9
20860,BDI,8,9
20861,BDI,8,6
20862,BDI,8,6
20863,BDI,8,6
20864,BDI,8,9
20865,BDI,8,6
20866,BDI,8,9
20867,BDI,8,6
20868,BDI,8,6.278773176
20869,BDI,8,6
20870,BDI,8,6
20871,BDI,8,6
20872,BDI,8,6
20873,BDI,8,6
20874,BDI,8,6
20875,BDI,8,6
20876,BDI,8,6
20877,BDI,8,6
20878,BDI,8,6
20879,BDI,8,9
20880,BDI,8,6
20881,BDI,8,9
20882,BDI,8,6
20883,BDI,8,6
20884,BDI,8,6
20885,BDI,8,6
20886,BDI,8,9
20887,BDI,8,6
20888,BDI,8,6
20889,BDI,8,7.04861773
20890,BDI,8,6
20891,BDI,8,9
20892,BDI,8,6
20893,BDI,8,6
20894,BDI,8,9
20895,BDI,8,9
20896,BDI,8,9
20897,BDI,8,6
20898,BDI,8,9
20899,BDI,8,6
20900,BDI,8,9
20901,BDI,8,9
20902,BDI,8,9
20903,BDI,8,9
20904,BDI,8,6
20905,BDI,8,6
20906,BDI,8,6
20907,BDI,8,6
20908,BDI,8,9
20909,BDI,8,6
20910,BDI,8,9
20911,BDI,8,6
20912,BDI,8,9
20913,BDI,8,9
20914,BDI,8,6
20915,BDI,8,9
20916,BDI,8,6
20917,BDI,8,9
20918,BDI,8,9
20919,BDI,8,9
20920,BDI,8,6
20921,BDI,8,9
20922,BDI,8,9
20923,BDI,8,9
20924,BDI,8,9
20925,BDI,8,6
20926,BDI,8,9
20927,BDI,8,9
20928,BDI,8,6
20929,BDI,8,9
20930,BDI,8,9
20931,BDI,8,6
20932,BDI,8,6
20933,BDI,8,9
20934,BDI,8,9
20935,BDI,8,9
20936,BDI,8,8.391982836
20937,BDI,8,9
20938,BDI,8,9
20939,BDI,8,6
20940,BDI,8,9
20941,BDI,8,9
20942,BDI,8,9
20943,BDI,8,9
20944,BDI,8,6
20945,BDI,8,9
20946,BDI,8,6
20947,BDI,8,9
20948,BDI,8,6
20949,BDI,8,9
20950,BDI,8,9
20951,BDI,8,6
20952,BDI,8,6
20953,BDI,8,9
20954,BDI,8,6
20955,BDI,8,9
20956,BDI,8,6
20957,BDI,8,9
20958,BDI,8,9
20959,BDI,8,6
20960,BDI,8,6
20961,BDI,8,9
20962,BDI,8,7.411380629
20963,BDI,8,9
20964,BDI,8,9
20965,BDI,8,9
20966,BDI,8,9
20967,BDI,8,9
20968,BDI,8,9
20969,BDI,8,6
20970,BDI,8,9
20971,BDI,8,9
20972,BDI,8,6
20973,BDI,8,9
20974,BDI,8,6
20975,BDI,8,6
20976,BDI,8,9
20977,BDI,8,9
20978,BDI,8,9
20979,BDI,8,9
20980,BDI,8,9
20981,BDI,8,9
20982,BDI,8,9
20983,BDI,8,9
20984,BDI,8,9
20985,BDI,8,9
20986,BDI,8,9
20987,BDI,8,9
20988,BDI,8,6
20989,BDI,8,6
20990,BDI,8,9
20991,BDI,8,9
20992,BDI,8,9
20993,BDI,8,6
20994,BDI,8,9
20995,BDI,8,9
20996,BDI,8,9
20997,BDI,8,9
20998,BDI,8,6
20999,BDI,8,6
21000,BDI,8,6
21001,BDI,8,9
21002,BDI,8,6
21003,BDI,8,9
21004,BDI,8,6
21005,BDI,8,6
21006,BDI,8,6
21007,BDI,8,9
21008,BDI,8,9
21009,BDI,8,9
21010,BDI,8,6
21011,BDI,8,9
21012,BDI,8,9
21013,BDI,8,9
21014,BDI,8,6
21015,BDI,8,9
21016,BDI,8,9
21017,BDI,8,9
21018,BDI,8,6
21019,BDI,8,9
21020,BDI,8,6
21021,BDI,8,9
21022,BDI,8,6
21023,BDI,8,6
21024,BDI,8,6
21025,BDI,8,9
21026,BDI,8,6
21027,BDI,8,6
21028,BDI,8,6
21029,BDI,8,6
21030,BDI,8,6
21031,BDI,8,6
21032,BDI,8,9
21033,BDI,8,9
21034,BDI,8,6
21035,BDI,8,9
21036,BDI,8,9
21037,BDI,8,6
21038,BDI,8,6
21039,BDI,8,6
21040,BDI,8,9
21041,BDI,8,6
21042,BDI,8,9
21043,BDI,8,6
21044,BDI,8,6
21045,BDI,8,6
21046,BDI,8,9
21047,BDI,8,6
21048,BDI,8,6
21049,BDI,8,6
21050,BDI,8,9
21051,BDI,8,6
21052,BDI,8,9
21053,BDI,8,6
21054,BDI,8,6
21055,BDI,8,6
21056,BDI,8,9
21057,BDI,8,6
21058,BDI,8,6
21059,BDI,8,6
21060,BDI,8,9
21061,BDI,8,9
21062,BDI,8,7.075532668
21063,BDI,8,6
21064,BDI,8,9
21065,BDI,8,6
21066,BDI,8,6
21067,BDI,8,9
21068,BDI,8,6
21069,BDI,8,6
21070,BDI,8,9
21071,BDI,8,6
21072,BDI,8,9
21073,BDI,8,6
21074,BDI,8,9
21075,BDI,8,6
21076,BDI,8,6
21077,BDI,8,9
21078,BDI,8,6
21079,BDI,8,6
21080,BDI,8,6
21081,BDI,8,9
21082,BDI,8,9
21083,BDI,8,9
21084,BDI,8,6
21085,BDI,8,6
21086,BDI,8,9
21087,BDI,8,9
21088,BDI,8,9
21089,BDI,8,6
21090,BDI,8,9
21091,BDI,8,6.047653771
21092,BDI,8,9
21093,BDI,8,9
21094,BDI,8,9
21095,BDI,8,9
21096,BDI,8,9
21097,BDI,8,9
21098,BDI,8,6
21099,BDI,8,9
21100,BDI,8,6
21101,BDI,8,7.461840476
21102,BDI,8,6
21103,BDI,8,6
21104,BDI,8,6
21105,BDI,8,6
21106,BDI,8,6
21107,BDI,8,6
21108,BDI,8,6
21109,BDI,8,9
21110,BDI,8,6
21111,BDI,8,6
21112,BDI,8,9
21113,BDI,8,9
21114,BDI,8,9
21115,BDI,8,9
21116,BDI,8,9
21117,BDI,8,9
21118,BDI,8,6
21119,BDI,8,6
21120,BDI,8,9
21121,BDI,8,6
21122,BDI,8,9
21123,BDI,8,9
21124,BDI,8,6
21125,BDI,8,6
21126,BDI,8,6
21127,BDI,8,6
21128,BDI,8,6
21129,BDI,8,9
21130,BDI,8,6
21131,BDI,8,9
21132,BDI,8,9
21133,BDI,8,9
21134,BDI,8,9
21135,BDI,8,6
21136,BDI,8,6
21137,BDI,8,9
21138,BDI,8,9
21139,BDI,8,6
21140,BDI,8,6
21141,BDI,8,9
21142,BDI,8,6
21143,BDI,8,9
21144,BDI,8,6
21145,BDI,8,6
21146,BDI,8,9
21147,BDI,8,9
21148,BDI,8,6
21149,BDI,8,9
21150,BDI,8,9
21151,BDI,8,6
21152,BDI,8,6
21153,BDI,8,9
21154,BDI,8,9
21155,BDI,8,6
21156,BDI,8,6
21157,BDI,8,9
21158,BDI,8,6
21159,BDI,8,6
21160,BDI,8,6
21161,BDI,8,6
21162,BDI,8,6
21163,BDI,8,6
21164,BDI,8,9
21165,BDI,8,9
21166,BDI,8,6
21167,BDI,8,6
21168,BDI,8,9
21169,BDI,8,9
21170,BDI,8,9
21171,BDI,8,9
21172,BDI,8,6
21173,BDI,8,9
21174,BDI,8,6
21175,BDI,8,6
21176,BDI,8,9
21177,BDI,8,6
21178,BDI,8,6
21179,BDI,8,6
21180,BDI,8,6
21181,BDI,8,9
21182,BDI,8,6
21183,BDI,8,6
21184,BDI,8,9
21185,BDI,8,6
21186,BDI,8,6
21187,BDI,8,6
21188,BDI,8,6
21189,BDI,8,6
21190,BDI,8,9
21191,BDI,8,9
21192,BDI,8,6
21193,BDI,8,6
21194,BDI,8,6
21195,BDI,8,6
21196,BDI,8,6
21197,BDI,8,6
21198,BDI,8,9
21199,BDI,8,9
21200,BDI,8,9
21201,BDI,8,9
21202,BDI,8,6
21203,BDI,8,6
21204,BDI,8,9
21205,BDI,8,6
21206,BDI,8,9
21207,BDI,8,9
21208,BDI,8,6
21209,BDI,8,6
21210,BDI,8,6
21211,BDI,8,6
21212,BDI,8,9
21213,BDI,8,6
21214,BDI,8,9
21215,BDI,8,9
21216,BDI,8,9
21217,BDI,8,9
21218,BDI,8,9
21219,BDI,8,9
21220,BDI,8,6
21221,BDI,8,9
21222,BDI,8,9
21223,BDI,8,9
21224,BDI,8,9
21225,BDI,8,9
21226,BDI,8,9
21227,BDI,8,6
21228,BDI,8,6
21229,BDI,8,6
21230,BDI,8,6
21231,BDI,8,6
21232,BDI,8,9
21233,BDI,8,6
21234,BDI,8,9
21235,BDI,8,9
21236,BDI,8,9
21237,BDI,8,6
21238,BDI,8,9
21239,BDI,8,9
21240,BDI,8,9
21241,BDI,8,9
21242,BDI,8,9
21243,BDI,8,6
21244,BDI,8,6
21245,BDI,8,9
21246,BDI,8,9
21247,BDI,8,9
21248,BDI,8,9
21249,BDI,8,9
21250,BDI,8,6
21251,BDI,8,9
21252,BDI,8,6
21253,BDI,8,6
21254,BDI,8,9
21255,BDI,8,9
21256,BDI,8,6
21257,BDI,8,9
21258,BDI,8,9
21259,BDI,8,9
21260,BDI,8,6
21261,BDI,8,6
21262,BDI,8,9
21263,BDI,8,9
21264,BDI,8,6
21265,BDI,8,6
21266,BDI,8,6
21267,BDI,8,9
21268,BDI,8,9
21269,BDI,8,7.610017839
21270,BDI,8,9
21271,BDI,8,6
21272,BDI,8,6
21273,BDI,8,6
21274,BDI,8,6
21275,BDI,8,9
21276,BDI,8,9
21277,BDI,8,9
21278,BDI,8,6
21279,BDI,8,9
21280,BDI,8,9
21281,BDI,8,6
21282,BDI,8,6
21283,BDI,8,9
21284,BDI,8,9
21285,BDI,8,9
21286,BDI,8,9
21287,BDI,8,6
21288,BDI,8,6
21289,BDI,8,9
21290,BDI,8,6
21291,BDI,8,6
21292,BDI,8,9
21293,BDI,8,9
21294,BDI,8,6
21295,BDI,8,6
21296,BDI,8,9
21297,BDI,8,6
21298,BDI,8,6
21299,BDI,8,9
21300,BDI,8,9
21301,BDI,8,9
21302,BDI,8,9
21303,BDI,8,6
21304,BDI,8,6
21305,BDI,8,6
21306,BDI,8,9
21307,BDI,8,6
21308,BDI,8,6
21309,BDI,8,6
21310,BDI,8,9
21311,BDI,8,6
21312,BDI,8,9
21313,BDI,8,6
21314,BDI,8,9
21315,BDI,8,6
21316,BDI,8,6
21317,BDI,8,6
21318,BDI,8,9
21319,BDI,8,6
21320,BDI,8,6
21321,BDI,8,9
21322,BDI,8,6
21323,BDI,8,6
21324,BDI,8,6
21325,BDI,8,9
21326,BDI,8,9
21327,BDI,8,9
21328,BDI,8,6
21329,BDI,8,9
21330,BDI,8,6
21331,BDI,8,9
21332,BDI,8,9
21333,BDI,8,9
21334,BDI,8,6
21335,BDI,8,6
21336,BDI,8,6
21337,BDI,8,6
21338,BDI,8,6
21339,BDI,8,6
21340,BDI,8,9
21341,BDI,8,9
21342,BDI,8,6
21343,BDI,8,6
21344,BDI,8,6
21345,BDI,8,6
21346,BDI,8,9
21347,BDI,8,9
21348,BDI,8,9
21349,BDI,8,9
21350,BDI,8,9
21351,BDI,8,9
21352,BDI,8,9
21353,BDI,8,9
21354,BDI,8,6
21355,BDI,8,6
21356,BDI,8,9
21357,BDI,8,9
21358,BDI,8,6
21359,BDI,8,9
21360,BDI,8,9
21361,BDI,8,9
21362,BDI,8,9
21363,BDI,8,9
21364,BDI,8,6
21365,BDI,8,9
21366,BDI,8,6
21367,BDI,8,8.999353092
21368,BDI,8,6
21369,BDI,8,6
21370,BDI,8,6
21371,BDI,8,9
21372,BDI,8,9
21373,BDI,8,6
21374,BDI,8,9
21375,BDI,8,9
21376,BDI,8,6
21377,BDI,8,9
21378,BDI,8,6
21379,BDI,8,6
21380,BDI,8,9
21381,BDI,8,6
21382,BDI,8,6
21383,BDI,8,9
21384,BDI,8,9
21385,BDI,8,9
21386,BDI,8,6
21387,BDI,8,9
21388,BDI,8,6
21389,BDI,8,9
21390,BDI,8,9
21391,BDI,8,6
21392,BDI,8,6
21393,BDI,8,9
21394,BDI,8,9
21395,BDI,8,6
21396,BDI,8,6
21397,BDI,8,6
21398,BDI,8,9
21399,BDI,8,6
21400,BDI,8,9
21401,BDI,8,6
21402,BDI,8,9
21403,BDI,8,6
21404,BDI,8,6
21405,BDI,8,6
21406,BDI,8,6
21407,BDI,8,9
21408,BDI,8,6
21409,BDI,8,9
21410,BDI,8,9
21411,BDI,8,6
21412,BDI,8,9
21413,BDI,8,6
21414,BDI,8,7.637160385
21415,BDI,8,6
21416,BDI,8,6
21417,BDI,8,6
21418,BDI,8,9
21419,BDI,8,6
21420,BDI,8,9
21421,BDI,8,8.433208774
21422,BDI,8,6
21423,BDI,8,6
21424,BDI,8,6
21425,BDI,8,6
21426,BDI,8,6
21427,BDI,8,6
21428,BDI,8,6
21429,BDI,8,9
21430,BDI,8,6
21431,BDI,8,9
21432,BDI,8,6
21433,BDI,8,9
21434,BDI,8,6
21435,BDI,8,6
21436,BDI,8,6
21437,BDI,8,6
21438,BDI,8,6
21439,BDI,8,9
21440,BDI,8,6
21441,BDI,8,9
21442,BDI,8,9
21443,BDI,7.8,9
21444,BDI,8,6
21445,BDI,8,6
21446,BDI,8,7.772344734
21447,BDI,8,6
21448,BDI,8,6
21449,BDI,8,6
21450,BDI,8,6
21451,BDI,8,6
21452,BDI,8,9
21453,BDI,8,6
21454,BDI,8,9
21455,BDI,8,6
21456,BDI,8,6
21457,BDI,8,9
21458,BDI,8,6
21459,BDI,8,9
21460,BDI,8,6
21461,BDI,8,6
21462,BDI,8,6
21463,BDI,8,9
21464,BDI,8,9
21465,BDI,8,6
21466,BDI,8,6
21467,BDI,8,9
21468,BDI,8,6
21469,BDI,8,9
21470,BDI,8,6
21471,BDI,8,6
21472,BDI,8,6
21473,BDI,8,9
21474,BDI,8,6
21475,BDI,8,6
21476,BDI,8,6
21477,BDI,8,6
21478,BDI,8,6
21479,BDI,8,6
21480,BDI,8,6
21481,BDI,8,6
21482,BDI,8,9
21483,BDI,8,9
21484,BDI,8,6
21485,BDI,8,9
21486,BDI,8,6
21487,BDI,8,6
21488,BDI,8,6
21489,BDI,8,6
21490,BDI,8,6
21491,BDI,8,6
21492,BDI,8,6
21493,BDI,8,6
21494,BDI,8,9
21495,BDI,8,6.575043749
21496,BDI,8,9
21497,BDI,8,6
21498,BDI,8,6
21499,BDI,8,6
21500,BDI,8,6
21501,BDI,8,8.42648611
21502,BDI,8,6
21503,BDI,8,9
21504,BDI,8,6
21505,BDI,8,6
21506,BDI,8,6
21507,BDI,8,6
21508,BDI,8,6
21509,BDI,8,9
21510,BDI,8,6
21511,BDI,8,9
21512,BDI,8,9
21513,BDI,8,9
21514,BDI,8,6
21515,BDI,8,9
21516,BDI,8,9
21517,BDI,8,9
21518,BDI,8,6.216873092
21519,BDI,8,9
21520,BDI,8,9
21521,BDI,8,6
21522,BDI,8,6
21523,BDI,8,9
21524,BDI,8,6
21525,BDI,8,6
21526,BDI,8,9
21527,BDI,8,6
21528,BDI,8,9
21529,BDI,8,9
21530,BDI,8,6
21531,BDI,8,6
21532,BDI,8,6
21533,BDI,8,6
21534,BDI,8,6
21535,BDI,8,6
21536,BDI,8,6
21537,BDI,8,6
21538,BDI,8,6
21539,BDI,8,6
21540,BDI,8,6
21541,BDI,8,6
21542,BDI,8,6
21543,BDI,8,6
21544,BDI,8,6
21545,BDI,8,6
21546,BDI,8,9
21547,BDI,8,6
21548,BDI,8,6
21549,BDI,8,6
21550,BDI,8,9
21551,BDI,8,6
21552,BDI,8,9
21553,BDI,8,6
21554,BDI,8,9
21555,BDI,8,9
21556,BDI,8,6
21557,BDI,8,6
21558,BDI,8,6
21559,BDI,8,6
21560,BDI,8,6
21561,BDI,8,9
21562,BDI,8,6
21563,BDI,8,6
21564,BDI,8,9
21565,BDI,8,6
21566,BDI,8,6
21567,BDI,8,6
21568,BDI,8,6
21569,BDI,8,9
21570,BDI,8,6
21571,BDI,8,6
21572,BDI,8,6
21573,BDI,8,6
21574,BDI,8,6
21575,BDI,8,6
21576,BDI,8,6
21577,BDI,8,9
21578,BDI,8,9
21579,BDI,8,6
21580,BDI,8,9
21581,BDI,8,9
21582,BDI,8,9
21583,BDI,8,6
21584,BDI,8,9
21585,BDI,8,9
21586,BDI,8,9
21587,BDI,8,6
21588,BDI,8,9
21589,BDI,8,6
21590,BDI,8,6
21591,BDI,8,9
21592,BDI,8,9
21593,BDI,8,6
21594,BDI,8,6
21595,BDI,8,9
21596,BDI,8,8.848289724
21597,BDI,8,6
21598,BDI,8,9
21599,BDI,8,6
21600,BDI,8,6
21601,BDI,8,9
21602,BDI,8,6
21603,BDI,8,6
21604,BDI,8,9
21605,BDI,8,9
21606,BDI,8,9
21607,BDI,8,6
21608,BDI,8,6
21609,BDI,8,6
21610,BDI,8,6
21611,BDI,8,6
21612,BDI,8,9
21613,BDI,8,6
21614,BDI,8,9
21615,BDI,8,6
21616,BDI,8,9
21617,BDI,8,6
21618,BDI,8,9
21619,BDI,8,6
21620,BDI,8,6
21621,BDI,8,6
21622,BDI,8,9
21623,BDI,8,6
21624,BDI,8,6
21625,BDI,8,6
21626,BDI,8,6
21627,BDI,8,9
21628,BDI,8,9
21629,BDI,8,6
21630,BDI,8,6
21631,BDI,8,9
21632,BDI,8,8.322290365
21633,BDI,8,6
21634,BDI,8,6
21635,BDI,8,6
21636,BDI,8,9
21637,BDI,8,6
21638,BDI,8,9
21639,BDI,8,6
21640,BDI,8,6
21641,BDI,8,6
21642,BDI,8,6
21643,BDI,8,6
21644,BDI,8,6
21645,BDI,8,6
21646,BDI,8,9
21647,BDI,8,6
21648,BDI,8,6
21649,BDI,8,6
21650,BDI,8,9
21651,BDI,8,6
21652,BDI,8,6
21653,BDI,8,6
21654,BDI,8,6
21655,BDI,8,6
21656,BDI,8,6
21657,BDI,8,9
21658,BDI,8,6
21659,BDI,8,9
21660,BDI,8,6
21661,BDI,8,6
21662,BDI,8,6
21663,BDI,8,6
21664,BDI,8,6
21665,BDI,8,6
21666,BDI,8,6
21667,BDI,8,6
21668,BDI,8,6
21669,BDI,8,6
21670,BDI,8,6
21671,BDI,8,6
21672,BDI,8,9
21673,BDI,8,6
21674,BDI,8,6
21675,BDI,8,6
21676,BDI,8,6
21677,BDI,8,9
21678,BDI,8,9
21679,BDI,8,6
21680,BDI,8,6
21681,BDI,8,6
21682,BDI,8,6
21683,BDI,8,9
21684,BDI,8,6
21685,BDI,8,6
21686,BDI,8,6
21687,BDI,8,6
21688,BDI,8,9
21689,BDI,8,6
21690,BDI,8,6
21691,BDI,8,6
21692,BDI,8,6
21693,BDI,8,6
21694,BDI,8,6
21695,BDI,8,9
21696,BDI,8,9
21697,BDI,8,6
21698,BDI,8,6
21699,BDI,8,6
21700,BDI,8,6
21701,BDI,8,6
21702,BDI,8,6
21703,BDI,8,9
21704,BDI,8,6
21705,BDI,8,6
21706,BDI,8,6
21707,BDI,8,6
21708,BDI,8,6
21709,BDI,8,9
21710,BDI,8,6
21711,BDI,8,6
21712,BDI,8,6
21713,BDI,8,6
21714,BDI,8,6
21715,BDI,8,6
21716,BDI,8,9
21717,BDI,8,6
21718,BDI,8,9
21719,BDI,8,6
21720,BDI,8,9
21721,BDI,8,9
21722,BDI,8,6
21723,BDI,8,6
21724,BDI,8,9
21725,BDI,8,6
21726,BDI,8,9
21727,BDI,8,6
21728,BDI,8,9
21729,BDI,8,6
21730,BDI,8,9
21731,BDI,8,6
21732,BDI,8,6
21733,BDI,8,6
21734,BDI,8,6
21735,BDI,8,6
21736,BDI,8,9
21737,BDI,8,6
21738,BDI,8,6
21739,BDI,8,6
21740,BDI,8,9
21741,BDI,8,9
21742,BDI,8,6
21743,BDI,8,6
21744,BDI,8,6
