OBJECTID,ISO,u5pop.mean,imr.mean.10000,imr.perc.mean,uw.count.sum,uw.perc.mean
20357,BDI,28112.94922,1222,0.1222,55.00800913,0.421
20358,BDI,28589.16823,1214.243781,0.121424378,84.27190797,0.42487811
20359,BDI,11625.78158,1197.34089,0.119734089,11.54745709,0.362119917
20360,BDI,28112.94922,1222,0.1222,77.18808884,0.421
20361,BDI,28112.94922,1222,0.1222,50.04147049,0.421
20362,BDI,35078.91016,1168,0.1168,50.82527411,0.349
20363,BDI,35078.91016,1168,0.1168,57.21668046,0.349
20364,BDI,28112.94922,1222,0.1222,31.99740861,0.421
20365,BDI,28112.94922,1222,0.1222,8.089588966,0.421
20366,BDI,32238.78507,1154.802165,0.115480217,46.31543234,0.454598918
20367,BDI,57368.98278,1244.444734,0.124444473,85.09634613,0.322479843
20368,BDI,43518.62593,1141.613522,0.114161352,208.6564109,0.463027281
20369,BDI,32350.93371,1152.97559,0.115297559,31.27898035,0.455512205
20370,BDI,50081.10156,1140,0.114,100.1188795,0.485
20371,BDI,31260.78906,1137,0.1137,142.3600786,0.461
20372,BDI,62839.26953,1148,0.1148,42.23453766,0.459
20373,BDI,62839.26953,1148,0.1148,76.55670219,0.459
20374,BDI,50081.10156,1140,0.114,80.09071388,0.485
20375,BDI,58067.01172,1244,0.1244,52.1426556,0.325
20376,BDI,33270.41016,1138,0.1138,47.30982103,0.463
20377,BDI,33270.41016,1138,0.1138,14.04003406,0.463
20378,BDI,33270.41016,1138,0.1138,39.18750347,0.463
20379,BDI,44034.71094,1140,0.114,41.21134527,0.47
20380,BDI,44034.71094,1140,0.114,54.16265459,0.47
20381,BDI,58067.01172,1244,0.1244,50.45206113,0.325
20382,BDI,28112.94922,1222,0.1222,14.07158778,0.421
20383,BDI,28112.94922,1222,0.1222,11.21790694,0.421
20384,BDI,28112.94922,1222,0.1222,27.08406206,0.421
20385,BDI,36408.03016,1163.844552,0.116384455,86.35437467,0.36695747
20386,BDI,28112.94922,1222,0.1222,53.47845805,0.421
20387,BDI,28264.00207,1219.53979,0.121953979,47.09835485,0.422230105
20388,BDI,28701.51456,1212.413987,0.121241399,54.98170696,0.425793007
20389,BDI,11568.76093,1196.20988,0.119620988,7.1353027,0.36201877
20390,BDI,35078.91016,1168,0.1168,42.28404003,0.349
20391,BDI,33270.41016,1138,0.1138,55.0636664,0.463
20392,BDI,58067.01172,1244,0.1244,41.47293455,0.325
20393,BDI,33270.41016,1138,0.1138,70.41383124,0.463
20394,BDI,44034.71094,1140,0.114,34.20136425,0.47
20395,BDI,44034.71094,1140,0.114,195.0720029,0.47
20396,BDI,58067.01172,1244,0.1244,20.2750941,0.325
20397,BDI,44034.71094,1140,0.114,54.50058904,0.47
20398,BDI,44034.71094,1140,0.114,53.98709021,0.47
20399,BDI,34894.42377,1138.301741,0.113830174,15.59695884,0.464056092
20400,BDI,44034.71094,1140,0.114,26.71206341,0.47
20401,BDI,28824.61914,977,0.0977,80.28753325,0.293
20402,BDI,44034.71094,1140,0.114,126.6126665,0.47
20403,BDI,44034.71094,1140,0.114,3.920344945,0.47
20404,BDI,44034.71094,1140,0.114,39.17934876,0.47
20405,BDI,28824.61914,977,0.0977,40.97759281,0.293
20406,BDI,58067.01172,1244,0.1244,16.05520966,0.325
20407,BDI,28824.61914,977,0.0977,32.11590084,0.293
20408,BDI,44034.71094,1140,0.114,65.06990362,0.47
20409,BDI,58067.01172,1244,0.1244,42.56534722,0.325
20410,BDI,44034.71094,1140,0.114,94.48875229,0.47
20411,BDI,33270.41016,1138,0.1138,49.33048774,0.463
20412,BDI,58067.01172,1244,0.1244,57.08085891,0.325
20413,BDI,58067.01172,1244,0.1244,34.56451135,0.325
20414,BDI,58045.17253,1257.248322,0.125724832,9.547136785,0.283350336
20415,BDI,33270.41016,1138,0.1138,32.33715965,0.463
20416,BDI,44034.71094,1140,0.114,81.77547422,0.47
20417,BDI,37641.42471,1138.812132,0.113881213,37.29920539,0.465842461
20418,BDI,44034.71094,1140,0.114,23.78323523,0.47
20419,BDI,44034.71094,1140,0.114,34.19350293,0.47
20420,BDI,22184.13086,1134,0.1134,6.143217402,0.308
20421,BDI,58067.73275,1243.985496,0.12439855,36.62785328,0.325020246
20422,BDI,58074.95526,1243.840206,0.124384021,15.43598182,0.325223046
20423,BDI,33083.22725,1137.906857,0.113790686,33.62804562,0.462813713
20424,BDI,45564.16825,1140,0.114,42.13067429,0.473794307
20425,BDI,45212.70456,1140,0.114,47.39747668,0.472922389
20426,BDI,35078.91016,1168,0.1168,54.40095931,0.349
20427,BDI,30130.90217,1193.364996,0.1193365,106.9352424,0.435508415
20428,BDI,28259.84159,1219.607552,0.121960755,25.24594472,0.422196224
20429,BDI,28112.94922,1222,0.1222,18.87171445,0.421
20430,BDI,28112.94922,1222,0.1222,14.04360013,0.421
20431,BDI,28112.94922,1222,0.1222,23.62419262,0.421
20432,BDI,28112.94922,1222,0.1222,15.42570228,0.421
20433,BDI,39790.72773,1153.268666,0.115326867,93.59602451,0.412660408
20434,BDI,28112.94922,1222,0.1222,15.87931983,0.421
20435,BDI,28112.94922,1222,0.1222,19.21500191,0.421
20436,BDI,36985.20011,1162.040051,0.116204005,65.49451463,0.374755495
20437,BDI,28293.34802,1219.06183,0.121906183,32.27676832,0.422469085
20438,BDI,40255.06088,1151.816945,0.115181695,84.17432334,0.418933918
20439,BDI,54509.91564,1246.266324,0.124626632,38.36521348,0.312157497
20440,BDI,28481.89897,1215.990884,0.121599088,30.59839259,0.424004558
20441,BDI,40866.1853,1149.906285,0.114990629,154.1984142,0.427190696
20442,BDI,30235.55525,1187.428937,0.118742894,73.48841214,0.438285531
20443,BDI,31052.84283,1174.117706,0.117411771,44.86148457,0.444941147
20444,BDI,31047.88983,1174.198375,0.117419838,37.31660914,0.444900812
20445,BDI,30823.80884,1177.848001,0.1177848,15.47687688,0.443075999
20446,BDI,43696.85367,1141.056299,0.11410563,47.0522118,0.465435279
20447,BDI,43833.99191,1140.627541,0.114062754,37.96824511,0.467288126
20448,BDI,14223.48942,1110.914039,0.111091404,47.36640933,0.376623364
20449,BDI,33200.92804,1139.131661,0.113913166,47.72607902,0.462434169
20450,BDI,33261.72868,1138.141396,0.11381414,78.47771083,0.462929302
20451,BDI,58066.43612,1244.000367,0.124400037,38.07938959,0.324997922
20452,BDI,33270.41016,1138,0.1138,32.69371156,0.463
20453,BDI,44034.71094,1140,0.114,75.09408992,0.47
20454,BDI,33270.41016,1138,0.1138,81.04584626,0.463
20455,BDI,33270.41016,1138,0.1138,35.59928532,0.463
20456,BDI,33270.41016,1138,0.1138,30.930357,0.463
20457,BDI,27798.56166,1130.054805,0.113005481,47.82855838,0.438201362
20458,BDI,44034.71094,1140,0.114,141.1211846,0.47
20459,BDI,44034.71094,1140,0.114,119.4642141,0.47
20460,BDI,44034.71094,1140,0.114,140.1082655,0.47
20461,BDI,44034.71094,1140,0.114,68.45156347,0.47
20462,BDI,58067.01172,1244,0.1244,71.33850143,0.325
20463,BDI,33270.41016,1138,0.1138,27.96108295,0.463
20464,BDI,44034.71094,1140,0.114,76.31887418,0.47
20465,BDI,44034.71094,1140,0.114,57.21960871,0.47
20466,BDI,33270.41016,1138,0.1138,15.84574858,0.463
20467,BDI,33270.41016,1138,0.1138,40.39221183,0.463
20468,BDI,33270.41016,1138,0.1138,38.03395816,0.463
20469,BDI,44034.71094,1140,0.114,52.60442379,0.47
20470,BDI,44034.71094,1140,0.114,63.2532961,0.47
20471,BDI,44034.71094,1140,0.114,77.38204633,0.47
20472,BDI,40035.70957,1139.256988,0.113925699,26.85317151,0.467399459
20473,BDI,33270.41016,1138,0.1138,23.57613531,0.463
20474,BDI,58067.01172,1244,0.1244,35.39815455,0.325
20475,BDI,44034.71094,1140,0.114,94.66677114,0.47
20476,BDI,58067.01172,1244,0.1244,55.76631569,0.325
20477,BDI,44034.71094,1140,0.114,107.4334913,0.47
20478,BDI,33270.41016,1138,0.1138,42.86226298,0.463
20479,BDI,44034.71094,1140,0.114,66.81290553,0.47
20480,BDI,33270.41016,1138,0.1138,25.14364609,0.463
20481,BDI,44034.71094,1140,0.114,35.64117458,0.47
20482,BDI,33270.41016,1138,0.1138,16.38965231,0.463
20483,BDI,39389.79713,1139.136978,0.113913698,20.24731159,0.466979423
20484,BDI,44034.71094,1140,0.114,38.43215102,0.47
20485,BDI,58067.01172,1244,0.1244,15.11604884,0.325
20486,BDI,33270.41016,1138,0.1138,81.48968822,0.463
20487,BDI,33270.41016,1138,0.1138,89.36999307,0.463
20488,BDI,44034.71094,1140,0.114,24.11152852,0.47
20489,BDI,44034.71094,1140,0.114,102.116596,0.47
20490,BDI,58067.01172,1244,0.1244,17.6617581,0.325
20491,BDI,44034.71094,1140,0.114,6.701243748,0.47
20492,BDI,28824.61914,977,0.0977,19.43464072,0.293
20493,BDI,44034.71094,1140,0.114,12.91555723,0.47
20494,BDI,44034.71094,1140,0.114,28.19541653,0.47
20495,BDI,44034.71094,1140,0.114,16.81817087,0.47
20496,BDI,44034.71094,1140,0.114,30.11196775,0.47
20497,BDI,44034.71094,1140,0.114,15.84882948,0.47
20498,BDI,44034.71094,1140,0.114,17.34125892,0.47
20499,BDI,44034.71094,1140,0.114,13.06746876,0.47
20500,BDI,11568.94323,1106.489189,0.110648919,21.28916718,0.364648076
20501,BDI,44034.71094,1140,0.114,17.79223696,0.47
20502,BDI,44034.71094,1140,0.114,56.87663777,0.47
20503,BDI,33270.41016,1138,0.1138,106.4885544,0.463
20504,BDI,28824.61914,977,0.0977,56.63315723,0.293
20505,BDI,43729.05643,1139.94321,0.113994321,30.48639408,0.469801234
20506,BDI,44034.71094,1140,0.114,59.26884583,0.47
20507,BDI,28824.61914,977,0.0977,14.47826997,0.293
20508,BDI,28824.61914,977,0.0977,44.11783393,0.293
20509,BDI,58067.01172,1244,0.1244,13.46632802,0.325
20510,BDI,33270.41016,1138,0.1138,168.6923132,0.463
20511,BDI,33270.41016,1138,0.1138,187.3357745,0.463
20512,BDI,28824.61914,977,0.0977,12.6473931,0.293
20513,BDI,41580.30357,1139.543973,0.113954397,9.597230193,0.468403905
20514,BDI,33270.41016,1138,0.1138,106.1844181,0.463
20515,BDI,28824.61914,977,0.0977,49.10693654,0.293
20516,BDI,44034.71094,1140,0.114,24.56059752,0.47
20517,BDI,60301.92969,1158,0.1158,18.73478167,0.438
20518,BDI,44343.33984,1186,0.1186,20.91975357,0.316
20519,BDI,44343.33984,1186,0.1186,59.32142757,0.316
20520,BDI,62839.26953,1148,0.1148,38.67951139,0.459
20521,BDI,58067.01172,1244,0.1244,31.80341443,0.325
20522,BDI,58067.01172,1244,0.1244,38.41417087,0.325
20523,BDI,32206.38466,1149.001968,0.114900197,42.60283695,0.311027769
20524,BDI,44343.33984,1186,0.1186,77.62172518,0.316
20525,BDI,44343.33984,1186,0.1186,31.3229994,0.316
20526,BDI,44034.71094,1140,0.114,60.04813124,0.47
20527,BDI,44343.33984,1186,0.1186,49.44768291,0.316
20528,BDI,49997.55232,1140,0.114,93.17867729,0.48479273
20529,BDI,33270.41016,1138,0.1138,6.98014362,0.463
20530,BDI,44034.71094,1140,0.114,125.8756898,0.47
20531,BDI,44034.71094,1140,0.114,76.55445179,0.47
20532,BDI,44034.71094,1140,0.114,88.12700976,0.47
20533,BDI,33270.41016,1138,0.1138,145.0622787,0.463
20534,BDI,33270.41016,1138,0.1138,52.52391523,0.463
20535,BDI,58067.01172,1244,0.1244,17.51567517,0.325
20536,BDI,44034.71094,1140,0.114,78.82851299,0.47
20537,BDI,22930.13765,1122.985791,0.112298579,12.54917152,0.416137468
20538,BDI,44034.71094,1140,0.114,75.13940985,0.47
20539,BDI,58067.01172,1244,0.1244,34.74544966,0.325
20540,BDI,58067.01172,1244,0.1244,38.01357046,0.325
20541,BDI,33270.41016,1138,0.1138,31.91009031,0.463
20542,BDI,44034.32254,1139.999928,0.113999993,21.0599316,0.469999747
20543,BDI,44034.71094,1140,0.114,63.59190276,0.47
20544,BDI,35222.82188,1138.362757,0.113836276,42.7691063,0.464269649
20545,BDI,33270.41016,1138,0.1138,69.5178506,0.463
20546,BDI,44034.71094,1140,0.114,50.15128799,0.47
20547,BDI,44034.71094,1140,0.114,89.10484945,0.47
20548,BDI,58067.01172,1244,0.1244,19.19269474,0.325
20549,BDI,44034.71094,1140,0.114,212.2837802,0.47
20550,BDI,33270.41016,1138,0.1138,68.67850639,0.463
20551,BDI,33270.41016,1138,0.1138,19.31019723,0.463
20552,BDI,33270.41016,1138,0.1138,112.5750159,0.463
20553,BDI,33270.41016,1138,0.1138,20.67794126,0.463
20554,BDI,13061.96061,1108.65707,0.110865707,46.41787531,0.371414491
20555,BDI,44034.71094,1140,0.114,50.27271182,0.47
20556,BDI,33270.41016,1138,0.1138,20.04546474,0.463
20557,BDI,44034.71094,1140,0.114,33.79276896,0.47
20558,BDI,58067.01172,1244,0.1244,35.28395783,0.325
20559,BDI,44034.71094,1140,0.114,47.42716581,0.47
20560,BDI,44034.71094,1140,0.114,15.33020923,0.47
20561,BDI,58067.01172,1244,0.1244,37.50050801,0.325
20562,BDI,44034.71094,1140,0.114,52.05137517,0.47
20563,BDI,33270.41016,1138,0.1138,130.6960273,0.463
20564,BDI,58067.01172,1244,0.1244,12.6192501,0.325
20565,BDI,44034.71094,1140,0.114,44.82781272,0.47
20566,BDI,33270.41016,1138,0.1138,48.44240571,0.463
20567,BDI,58067.01172,1244,0.1244,114.9495018,0.325
20568,BDI,30808.03869,1134.424605,0.113442461,13.15930887,0.451840433
20569,BDI,44034.71094,1140,0.114,24.68608302,0.47
20570,BDI,28824.61914,977,0.0977,56.16006005,0.293
20571,BDI,44034.71094,1140,0.114,35.89042935,0.47
20572,BDI,28824.61914,977,0.0977,25.09950986,0.293
20573,BDI,44343.33984,1186,0.1186,21.47614992,0.316
20574,BDI,31260.78906,1137,0.1137,19.89979148,0.461
20575,BDI,44343.33984,1186,0.1186,14.69377083,0.316
20576,BDI,31260.78906,1137,0.1137,71.54421806,0.461
20577,BDI,44343.33984,1186,0.1186,38.20093706,0.316
20578,BDI,50081.10156,1140,0.114,22.49565862,0.485
20579,BDI,44307.68687,1140,0.114,33.37377298,0.470677204
20580,BDI,33270.41016,1138,0.1138,35.66593994,0.463
20581,BDI,58067.01172,1244,0.1244,14.63569063,0.325
20582,BDI,34863.04529,1138.295911,0.113829591,35.81427069,0.464035687
20583,BDI,33270.41016,1138,0.1138,34.00420365,0.463
20584,BDI,44034.71094,1140,0.114,33.53826696,0.47
20585,BDI,44034.71094,1140,0.114,68.21562144,0.47
20586,BDI,58067.01172,1244,0.1244,23.32829997,0.325
20587,BDI,44034.71094,1140,0.114,75.8916379,0.47
20588,BDI,44034.71094,1140,0.114,40.69730501,0.47
20589,BDI,58067.01172,1244,0.1244,33.56089389,0.325
20590,BDI,44034.71094,1140,0.114,49.2935786,0.47
20591,BDI,33270.41016,1138,0.1138,48.5672323,0.463
20592,BDI,33270.41016,1138,0.1138,55.00543191,0.463
20593,BDI,44034.71094,1140,0.114,36.57916128,0.47
20594,BDI,44034.71094,1140,0.114,45.26078314,0.47
20595,BDI,33270.41016,1138,0.1138,27.34545129,0.463
20596,BDI,58067.01172,1244,0.1244,41.16545094,0.325
20597,BDI,58067.01172,1244,0.1244,32.29482379,0.325
20598,BDI,58067.01172,1244,0.1244,15.65354341,0.325
20599,BDI,33270.41016,1138,0.1138,69.71552293,0.463
20600,BDI,44034.71094,1140,0.114,66.86025309,0.47
20601,BDI,58067.01172,1244,0.1244,43.28236069,0.325
20602,BDI,44034.71094,1140,0.114,22.01425634,0.47
20603,BDI,33270.41016,1138,0.1138,5.306382365,0.463
20604,BDI,33270.41016,1138,0.1138,36.64907111,0.463
20605,BDI,44034.71094,1140,0.114,72.55978008,0.47
20606,BDI,33270.41016,1138,0.1138,76.68612317,0.463
20607,BDI,33270.41016,1138,0.1138,74.99518103,0.463
20608,BDI,33270.41016,1138,0.1138,9.54186079,0.463
20609,BDI,44034.71094,1140,0.114,78.68790931,0.47
20610,BDI,33270.41016,1138,0.1138,47.98898974,0.463
20611,BDI,58067.01172,1244,0.1244,71.55263072,0.325
20612,BDI,58067.01172,1244,0.1244,21.63684066,0.325
20613,BDI,58067.01172,1244,0.1244,7.560283482,0.325
20614,BDI,33270.41016,1138,0.1138,89.54141663,0.463
20615,BDI,44034.71094,1140,0.114,119.0938182,0.47
20616,BDI,44034.71094,1140,0.114,58.50271053,0.47
20617,BDI,44034.71094,1140,0.114,34.08854616,0.47
20618,BDI,44034.71094,1140,0.114,31.7475667,0.47
20619,BDI,33270.41016,1138,0.1138,59.58847017,0.463
20620,BDI,33270.41016,1138,0.1138,20.36452083,0.463
20621,BDI,33270.41016,1138,0.1138,19.38433486,0.463
20622,BDI,44034.71094,1140,0.114,101.6108723,0.47
20623,BDI,33270.41016,1138,0.1138,14.57066754,0.463
20624,BDI,44034.71094,1140,0.114,26.8599406,0.47
20625,BDI,44034.71094,1140,0.114,53.40576449,0.47
20626,BDI,33270.41016,1138,0.1138,28.12516853,0.463
20627,BDI,44034.71094,1140,0.114,65.55604083,0.47
20628,BDI,33270.41016,1138,0.1138,11.45402952,0.463
20629,BDI,33270.41016,1138,0.1138,128.1395505,0.463
20630,BDI,44034.71094,1140,0.114,1.21942785,0.47
20631,BDI,44034.71094,1140,0.114,6.73840013,0.47
20632,BDI,44034.71094,1140,0.114,80.59811282,0.47
20633,BDI,58067.01172,1244,0.1244,9.33066458,0.325
20634,BDI,58067.01172,1244,0.1244,28.21608336,0.325
20635,BDI,28824.61914,977,0.0977,62.49220813,0.293
20636,BDI,44034.71094,1140,0.114,59.74736123,0.47
20637,BDI,44034.71094,1140,0.114,36.2319957,0.47
20638,BDI,44034.71094,1140,0.114,38.27483806,0.47
20639,BDI,33819.00373,1138.101928,0.113810193,18.52073993,0.463356749
20640,BDI,58292.9666,1258.099948,0.125809995,8.526393341,0.28318001
20641,BDI,40558.63164,1139.354147,0.113935415,11.55149138,0.467739514
20642,BDI,44034.71094,1140,0.114,37.0758961,0.47
20643,BDI,58067.01172,1244,0.1244,21.54108169,0.325
20644,BDI,28824.61914,977,0.0977,17.51083935,0.293
20645,BDI,44034.71094,1140,0.114,12.0843975,0.47
20646,BDI,37118.23434,1138.714923,0.113871492,16.31524339,0.465502231
20647,BDI,44034.71094,1140,0.114,25.17183149,0.47
20648,BDI,44034.71094,1140,0.114,53.82783041,0.47
20649,BDI,44034.71094,1140,0.114,73.43858861,0.47
20650,BDI,26834.56311,1130.902973,0.113090297,55.17134022,0.44062002
20651,BDI,31830.58881,1137.283536,0.113728354,75.37593611,0.461567072
20652,BDI,46644.61366,1140,0.114,66.35703185,0.476474696
20653,BDI,33668.885,1137.761274,0.113776127,56.07828391,0.462913155
20654,BDI,29577.82035,987.1438163,0.098714382,24.16256152,0.294116305
20655,BDI,31628.87527,1137.183162,0.113718316,73.68539088,0.461366324
20656,BDI,33264.94701,1137.997282,0.113799728,12.01926567,0.462994563
20657,BDI,45421.54138,1140,0.114,33.35930494,0.473440475
20658,BDI,42713.84836,1164.054652,0.116405465,50.71267359,0.313584962
20659,BDI,61694.10865,1171.036359,0.117103636,130.6908414,0.426845082
20660,BDI,61331.73934,1178.325876,0.117832588,33.61587184,0.416670132
20661,BDI,47807.85864,1140,0.114,61.85125327,0.479360496
20662,BDI,44343.33984,1186,0.1186,47.82566945,0.316
20663,BDI,13590.40124,1116.645204,0.11166452,21.60599911,0.390979503
20664,BDI,62839.26953,1148,0.1148,86.17564383,0.459
20665,BDI,50081.10156,1140,0.114,51.91306313,0.485
20666,BDI,31260.78906,1137,0.1137,33.58533227,0.461
20667,BDI,31260.78906,1137,0.1137,31.99227516,0.461
20668,BDI,50081.10156,1140,0.114,15.28877219,0.485
20669,BDI,50081.10156,1140,0.114,90.45555345,0.485
20670,BDI,62839.26953,1148,0.1148,41.28603875,0.459
20671,BDI,62839.26953,1148,0.1148,65.20766013,0.459
20672,BDI,44343.33984,1186,0.1186,12.08832112,0.316
20673,BDI,44343.33984,1186,0.1186,21.47783622,0.316
20674,BDI,31260.78906,1137,0.1137,24.5728304,0.461
20675,BDI,10085.12345,1112.60742,0.111260742,12.14572829,0.377089525
20676,BDI,58067.01172,1244,0.1244,20.58541173,0.325
20677,BDI,58067.01172,1244,0.1244,25.31433466,0.325
20678,BDI,25280.17185,1126.398071,0.112639807,37.78747455,0.426787918
20679,BDI,58067.01172,1244,0.1244,23.46236278,0.325
20680,BDI,44034.71094,1140,0.114,22.19374686,0.47
20681,BDI,58067.01172,1244,0.1244,11.86959294,0.325
20682,BDI,58067.01172,1244,0.1244,24.26507213,0.325
20683,BDI,33270.41016,1138,0.1138,36.35706549,0.463
20684,BDI,33270.41016,1138,0.1138,22.4138694,0.463
20685,BDI,44034.71094,1140,0.114,61.71243217,0.47
20686,BDI,36419.15089,1138.585034,0.113858503,20.56098511,0.465047619
20687,BDI,44034.71094,1140,0.114,38.32403105,0.47
20688,BDI,44034.71094,1140,0.114,22.17059027,0.47
20689,BDI,28824.61914,977,0.0977,127.9213622,0.293
20690,BDI,44034.71094,1140,0.114,63.74137037,0.47
20691,BDI,28824.61914,977,0.0977,115.1753457,0.293
20692,BDI,62839.26953,1148,0.1148,82.72878317,0.459
20693,BDI,40650.24241,1138.4967,0.11384967,84.61862281,0.472973599
20694,BDI,50081.10156,1140,0.114,59.25297551,0.485
20695,BDI,31260.78906,1137,0.1137,57.41978012,0.461
20696,BDI,44343.33984,1186,0.1186,18.94621966,0.316
20697,BDI,50081.10156,1140,0.114,55.57811222,0.485
20698,BDI,31260.78906,1137,0.1137,53.67457846,0.461
20699,BDI,58067.01172,1244,0.1244,52.10461686,0.325
20700,BDI,44034.71094,1140,0.114,117.2988222,0.47
20701,BDI,44034.71094,1140,0.114,28.3193857,0.47
20702,BDI,44034.71094,1140,0.114,33.08270577,0.47
20703,BDI,33270.41016,1138,0.1138,22.01011072,0.463
20704,BDI,28824.61914,977,0.0977,33.644056,0.293
20705,BDI,44034.71094,1140,0.114,30.21869375,0.47
20706,BDI,58067.01172,1244,0.1244,20.60863978,0.325
20707,BDI,44034.71094,1140,0.114,23.62547933,0.47
20708,BDI,58067.01172,1244,0.1244,13.85628634,0.325
20709,BDI,44034.71094,1140,0.114,11.16116043,0.47
20710,BDI,40171.93605,1139.282299,0.11392823,41.28081587,0.467488046
20711,BDI,44034.71094,1140,0.114,138.3334835,0.47
20712,BDI,44034.71094,1140,0.114,7.990225256,0.47
20713,BDI,44034.71094,1140,0.114,65.51300981,0.47
20714,BDI,58067.01172,1244,0.1244,27.61959007,0.325
20715,BDI,44034.71094,1140,0.114,2.038194686,0.47
20716,BDI,44034.71094,1140,0.114,76.26040211,0.47
20717,BDI,33270.41016,1138,0.1138,94.15071988,0.463
20718,BDI,44034.71094,1140,0.114,57.873512,0.47
20719,BDI,44034.71094,1140,0.114,65.06254021,0.47
20720,BDI,44034.71094,1140,0.114,15.69589224,0.47
20721,BDI,44034.71094,1140,0.114,12.43561119,0.47
20722,BDI,44034.71094,1140,0.114,88.98362801,0.47
20723,BDI,58067.01172,1244,0.1244,3.622123643,0.325
20724,BDI,44034.71094,1140,0.114,21.65571606,0.47
20725,BDI,44034.71094,1140,0.114,48.79788809,0.47
20726,BDI,28824.61914,977,0.0977,36.58498754,0.293
20727,BDI,58067.01172,1244,0.1244,21.94983663,0.325
20728,BDI,28824.61914,977,0.0977,18.18594645,0.293
20729,BDI,44034.71094,1140,0.114,48.3346331,0.47
20730,BDI,33431.36097,1138.029905,0.113802991,12.95473419,0.463104666
20731,BDI,33270.41016,1138,0.1138,69.74687547,0.463
20732,BDI,44034.71094,1140,0.114,7.810046709,0.47
20733,BDI,28824.61914,977,0.0977,125.4357527,0.293
20734,BDI,33270.41016,1138,0.1138,44.16851261,0.463
20735,BDI,44034.71094,1140,0.114,13.5155265,0.47
20736,BDI,44034.71094,1140,0.114,24.23005584,0.47
20737,BDI,58067.01172,1244,0.1244,23.83292351,0.325
20738,BDI,33270.41016,1138,0.1138,135.4259159,0.463
20739,BDI,44034.71094,1140,0.114,17.20661714,0.47
20740,BDI,33270.41016,1138,0.1138,88.96748691,0.463
20741,BDI,33270.41016,1138,0.1138,72.08487846,0.463
20742,BDI,28824.61914,977,0.0977,23.28339019,0.293
20743,BDI,44034.71094,1140,0.114,8.9602549,0.47
20744,BDI,28824.61914,977,0.0977,79.16319756,0.293
20745,BDI,28824.61914,977,0.0977,35.44500782,0.293
20746,BDI,44034.71094,1140,0.114,13.7126621,0.47
20747,BDI,44034.71094,1140,0.114,14.02864789,0.47
20748,BDI,28824.61914,977,0.0977,52.83987274,0.293
20749,BDI,58067.01172,1244,0.1244,19.54450388,0.325
20750,BDI,44034.71094,1140,0.114,121.712843,0.47
20751,BDI,44034.71094,1140,0.114,83.92067673,0.47
20752,BDI,58067.01172,1244,0.1244,61.88086534,0.325
20753,BDI,58067.01172,1244,0.1244,10.94531866,0.325
20754,BDI,44034.71094,1140,0.114,24.81774651,0.47
20755,BDI,44034.71094,1140,0.114,54.07622812,0.47
20756,BDI,44034.71094,1140,0.114,21.24852754,0.47
20757,BDI,44034.71094,1140,0.114,38.10118446,0.47
20758,BDI,44034.49221,1139.999959,0.113999996,24.68136435,0.469999858
20759,BDI,35748.3214,1138.460394,0.113846039,12.17788864,0.46461138
20760,BDI,44034.71094,1140,0.114,31.7709945,0.47
20761,BDI,44034.71094,1140,0.114,35.39440387,0.47
20762,BDI,44034.71094,1140,0.114,10.57874605,0.47
20763,BDI,58067.01172,1244,0.1244,73.1481392,0.325
20764,BDI,58067.01172,1244,0.1244,30.55439575,0.325
20765,BDI,28824.61914,977,0.0977,31.29260708,0.293
20766,BDI,44034.71094,1140,0.114,9.455605387,0.47
20767,BDI,44034.71094,1140,0.114,13.34740699,0.47
20768,BDI,28971.87096,1131.758465,0.113175847,72.10436547,0.443518847
20769,BDI,44034.71094,1140,0.114,13.79926468,0.47
20770,BDI,58067.01172,1244,0.1244,25.73318571,0.325
20771,BDI,44034.71094,1140,0.114,16.50784523,0.47
20772,BDI,44034.71094,1140,0.114,30.22331169,0.47
20773,BDI,58067.01172,1244,0.1244,15.26815634,0.325
20774,BDI,44034.71094,1140,0.114,60.01842102,0.47
20775,BDI,33270.41016,1138,0.1138,61.42690386,0.463
20776,BDI,44034.71094,1140,0.114,13.35093529,0.47
20777,BDI,28824.61914,977,0.0977,28.97709351,0.293
20778,BDI,44034.71094,1140,0.114,26.9894892,0.47
20779,BDI,28824.61914,977,0.0977,35.36872879,0.293
20780,BDI,44034.71094,1140,0.114,41.8020914,0.47
20781,BDI,44034.71094,1140,0.114,24.97418246,0.47
20782,BDI,28824.61914,977,0.0977,36.78022744,0.293
20783,BDI,33270.41016,1138,0.1138,17.21908302,0.463
20784,BDI,58067.01172,1244,0.1244,19.74483025,0.325
20785,BDI,44034.71094,1140,0.114,15.102348,0.47
20786,BDI,43779.29747,1139.952544,0.113995254,19.42913794,0.469833905
20787,BDI,44034.71094,1140,0.114,15.59201012,0.47
20788,BDI,22647.03441,1135.590921,0.113559092,12.71481917,0.307681816
20789,BDI,44034.71094,1140,0.114,24.9171832,0.47
20790,BDI,33270.41016,1138,0.1138,59.17422475,0.463
20791,BDI,44034.71094,1140,0.114,24.86917426,0.47
20792,BDI,10543.33984,1105,0.1105,11.92022649,0.36
20793,BDI,28824.61914,977,0.0977,29.760209,0.293
20794,BDI,58067.01172,1244,0.1244,19.58845366,0.325
20795,BDI,37630.18838,1138.810044,0.113881004,36.9370301,0.465835154
20796,BDI,30681.4377,1134.240779,0.113424078,55.74590484,0.451266672
20797,BDI,44034.71094,1140,0.114,67.49807738,0.47
